module,subbase_thickness_in,pavement_thickness_in,fe3_psi,axle_load_kip,wheel_load_kip,tire_pressure_psi,subbase_material,k_eff_pci,radius_relative_stiffness_in,contact_radius_in,equivalent_resisting_radius_b_in,edge_stress_psi,Mu_kip_in_per_ft,concrete_MR_psi,Re3_decimal,Re3_percent,tufstrand_dosage_lb_per_cy,Mcr_kip_in_per_ft,Mn_FRC_kip_in_per_ft,Mtotal_FRC_kip_in_per_ft,phi_FRC,phi_Mtotal_FRC_kip_in_per_ft,demand_capacity_ratio,cracking_ratio,parking_lot_area_sf,roadway_area_sf,total_area_sf,concrete_volume_cy_total,subbase_volume_cy_total,fe3_psi_for_lcc_lca_mapping,fiber_quantity_note,feasible,warnings
FRC,6,12,150,19.0,9.5,100.0,#57 stone,120.0,46.546432238898426,5.499039842323396,5.77022359949313,150.4076490927939,43.31740293872463,650.0,0.23076923076923078,23.076923076923077,3.4,187.2,43.2,230.39999999999998,1.0,230.39999999999998,0.18800956136599234,0.2313963832196829,45000.0,41000.0,86000.0,3185.185185185185,1592.5925925925926,150,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,6,12,200,19.0,9.5,100.0,#57 stone,120.0,46.546432238898426,5.499039842323396,5.77022359949313,150.4076490927939,43.31740293872463,650.0,0.3076923076923077,30.76923076923077,4.9,187.2,57.6,244.79999999999998,1.0,244.79999999999998,0.17695017540328692,0.2313963832196829,45000.0,41000.0,86000.0,3185.185185185185,1592.5925925925926,200,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,6,12,250,19.0,9.5,100.0,#57 stone,120.0,46.546432238898426,5.499039842323396,5.77022359949313,150.4076490927939,43.31740293872463,650.0,0.38461538461538464,38.46153846153847,6.4,187.2,72.0,259.2,1.0,259.2,0.1671196101031043,0.2313963832196829,45000.0,41000.0,86000.0,3185.185185185185,1592.5925925925926,250,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,6,12,300,19.0,9.5,100.0,#57 stone,120.0,46.546432238898426,5.499039842323396,5.77022359949313,150.4076490927939,43.31740293872463,650.0,0.46153846153846156,46.15384615384615,7.9,187.2,86.4,273.6,1.0,273.6,0.1583238411503093,0.2313963832196829,45000.0,41000.0,86000.0,3185.185185185185,1592.5925925925926,300,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,6,12,350,19.0,9.5,100.0,#57 stone,120.0,46.546432238898426,5.499039842323396,5.77022359949313,150.4076490927939,43.31740293872463,650.0,0.5384615384615384,53.84615384615385,9.4,187.2,100.8,288.0,1.0,288.0,0.15040764909279386,0.2313963832196829,45000.0,41000.0,86000.0,3185.185185185185,1592.5925925925926,350,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,6,12,400,19.0,9.5,100.0,#57 stone,120.0,46.546432238898426,5.499039842323396,5.77022359949313,150.4076490927939,43.31740293872463,650.0,0.6153846153846154,61.53846153846154,10.9,187.2,115.2,302.4,1.0,302.4,0.14324538008837512,0.2313963832196829,45000.0,41000.0,86000.0,3185.185185185185,1592.5925925925926,400,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,8,6,100,19.0,9.5,100.0,#57 stone,130.0,27.12834968194135,5.499039842323396,5.136027579968186,490.59723490824183,35.323000913393415,650.0,0.15384615384615385,15.384615384615385,3.0,46.8,7.2,54.0,1.0,54.0,0.6541296465443225,0.7547649767819106,45000.0,41000.0,86000.0,1592.5925925925926,2123.456790123457,100,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,8,6,150,19.0,9.5,100.0,#57 stone,130.0,27.12834968194135,5.499039842323396,5.136027579968186,490.59723490824183,35.323000913393415,650.0,0.23076923076923078,23.076923076923077,3.4,46.8,10.8,57.599999999999994,1.0,57.599999999999994,0.6132465436353024,0.7547649767819106,45000.0,41000.0,86000.0,1592.5925925925926,2123.456790123457,150,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,8,6,200,19.0,9.5,100.0,#57 stone,130.0,27.12834968194135,5.499039842323396,5.136027579968186,490.59723490824183,35.323000913393415,650.0,0.3076923076923077,30.76923076923077,4.9,46.8,14.4,61.199999999999996,1.0,61.199999999999996,0.5771732175391081,0.7547649767819106,45000.0,41000.0,86000.0,1592.5925925925926,2123.456790123457,200,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,8,6,250,19.0,9.5,100.0,#57 stone,130.0,27.12834968194135,5.499039842323396,5.136027579968186,490.59723490824183,35.323000913393415,650.0,0.38461538461538464,38.46153846153847,6.4,46.8,18.0,64.8,1.0,64.8,0.5451080387869355,0.7547649767819106,45000.0,41000.0,86000.0,1592.5925925925926,2123.456790123457,250,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,8,6,300,19.0,9.5,100.0,#57 stone,130.0,27.12834968194135,5.499039842323396,5.136027579968186,490.59723490824183,35.323000913393415,650.0,0.46153846153846156,46.15384615384615,7.9,46.8,21.6,68.4,1.0,68.4,0.5164181420086756,0.7547649767819106,45000.0,41000.0,86000.0,1592.5925925925926,2123.456790123457,300,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,8,6,350,19.0,9.5,100.0,#57 stone,130.0,27.12834968194135,5.499039842323396,5.136027579968186,490.59723490824183,35.323000913393415,650.0,0.5384615384615384,53.84615384615385,9.4,46.8,25.2,72.0,1.0,72.0,0.49059723490824186,0.7547649767819106,45000.0,41000.0,86000.0,1592.5925925925926,2123.456790123457,350,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,8,6,400,19.0,9.5,100.0,#57 stone,130.0,27.12834968194135,5.499039842323396,5.136027579968186,490.59723490824183,35.323000913393415,650.0,0.6153846153846154,61.53846153846154,10.9,46.8,28.8,75.6,1.0,75.6,0.46723546181737324,0.7547649767819106,45000.0,41000.0,86000.0,1592.5925925925926,2123.456790123457,400,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,8,8,100,19.0,9.5,100.0,#57 stone,130.0,33.66103204458069,5.499039842323396,5.201089693986001,305.92845488004406,39.15884222464564,650.0,0.15384615384615385,15.384615384615385,3.0,83.2,12.8,96.0,1.0,96.0,0.4079046065067254,0.4706591613539139,45000.0,41000.0,86000.0,2123.456790123457,2123.456790123457,100,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,8,8,150,19.0,9.5,100.0,#57 stone,130.0,33.66103204458069,5.499039842323396,5.201089693986001,305.92845488004406,39.15884222464564,650.0,0.23076923076923078,23.076923076923077,3.4,83.2,19.2,102.4,1.0,102.4,0.38241056860005507,0.4706591613539139,45000.0,41000.0,86000.0,2123.456790123457,2123.456790123457,150,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,8,8,200,19.0,9.5,100.0,#57 stone,130.0,33.66103204458069,5.499039842323396,5.201089693986001,305.92845488004406,39.15884222464564,650.0,0.3076923076923077,30.76923076923077,4.9,83.2,25.6,108.80000000000001,1.0,108.80000000000001,0.35991582927064003,0.4706591613539139,45000.0,41000.0,86000.0,2123.456790123457,2123.456790123457,200,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,8,8,250,19.0,9.5,100.0,#57 stone,130.0,33.66103204458069,5.499039842323396,5.201089693986001,305.92845488004406,39.15884222464564,650.0,0.38461538461538464,38.46153846153847,6.4,83.2,32.0,115.2,1.0,115.2,0.33992050542227115,0.4706591613539139,45000.0,41000.0,86000.0,2123.456790123457,2123.456790123457,250,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,8,8,300,19.0,9.5,100.0,#57 stone,130.0,33.66103204458069,5.499039842323396,5.201089693986001,305.92845488004406,39.15884222464564,650.0,0.46153846153846156,46.15384615384615,7.9,83.2,38.4,121.6,1.0,121.6,0.3220299525053095,0.4706591613539139,45000.0,41000.0,86000.0,2123.456790123457,2123.456790123457,300,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,8,8,350,19.0,9.5,100.0,#57 stone,130.0,33.66103204458069,5.499039842323396,5.201089693986001,305.92845488004406,39.15884222464564,650.0,0.5384615384615384,53.84615384615385,9.4,83.2,44.8,128.0,1.0,128.0,0.30592845488004405,0.4706591613539139,45000.0,41000.0,86000.0,2123.456790123457,2123.456790123457,350,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,8,8,400,19.0,9.5,100.0,#57 stone,130.0,33.66103204458069,5.499039842323396,5.201089693986001,305.92845488004406,39.15884222464564,650.0,0.6153846153846154,61.53846153846154,10.9,83.2,51.2,134.4,1.0,134.4,0.29136043321908955,0.4706591613539139,45000.0,41000.0,86000.0,2123.456790123457,2123.456790123457,400,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,8,10,100,19.0,9.5,100.0,#57 stone,130.0,39.7932982581865,5.499039842323396,5.431260308356283,207.50474957002695,41.50094991400539,650.0,0.15384615384615385,15.384615384615385,3.0,130.0,20.0,150.0,1.0,150.0,0.2766729994267026,0.3192380762615799,45000.0,41000.0,86000.0,2654.320987654321,2123.456790123457,100,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,8,10,150,19.0,9.5,100.0,#57 stone,130.0,39.7932982581865,5.499039842323396,5.431260308356283,207.50474957002695,41.50094991400539,650.0,0.23076923076923078,23.076923076923077,3.4,130.0,30.0,160.0,1.0,160.0,0.25938093696253367,0.3192380762615799,45000.0,41000.0,86000.0,2654.320987654321,2123.456790123457,150,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,8,10,200,19.0,9.5,100.0,#57 stone,130.0,39.7932982581865,5.499039842323396,5.431260308356283,207.50474957002695,41.50094991400539,650.0,0.3076923076923077,30.76923076923077,4.9,130.0,40.0,170.0,1.0,170.0,0.244123234788267,0.3192380762615799,45000.0,41000.0,86000.0,2654.320987654321,2123.456790123457,200,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,8,10,250,19.0,9.5,100.0,#57 stone,130.0,39.7932982581865,5.499039842323396,5.431260308356283,207.50474957002695,41.50094991400539,650.0,0.38461538461538464,38.46153846153847,6.4,130.0,50.0,180.0,1.0,180.0,0.23056083285558548,0.3192380762615799,45000.0,41000.0,86000.0,2654.320987654321,2123.456790123457,250,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,8,10,300,19.0,9.5,100.0,#57 stone,130.0,39.7932982581865,5.499039842323396,5.431260308356283,207.50474957002695,41.50094991400539,650.0,0.46153846153846156,46.15384615384615,7.9,130.0,60.0,190.0,1.0,190.0,0.21842605217897573,0.3192380762615799,45000.0,41000.0,86000.0,2654.320987654321,2123.456790123457,300,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,8,10,350,19.0,9.5,100.0,#57 stone,130.0,39.7932982581865,5.499039842323396,5.431260308356283,207.50474957002695,41.50094991400539,650.0,0.5384615384615384,53.84615384615385,9.4,130.0,70.0,200.0,1.0,200.0,0.20750474957002696,0.3192380762615799,45000.0,41000.0,86000.0,2654.320987654321,2123.456790123457,350,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,8,10,400,19.0,9.5,100.0,#57 stone,130.0,39.7932982581865,5.499039842323396,5.431260308356283,207.50474957002695,41.50094991400539,650.0,0.6153846153846154,61.53846153846154,10.9,130.0,80.0,210.0,1.0,210.0,0.19762357101907327,0.3192380762615799,45000.0,41000.0,86000.0,2654.320987654321,2123.456790123457,400,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,8,12,100,19.0,9.5,100.0,#57 stone,130.0,45.62426399858746,5.499039842323396,5.77022359949313,149.09586238854,42.939608367899524,650.0,0.15384615384615385,15.384615384615385,3.0,187.2,28.8,216.0,1.0,216.0,0.19879448318472,0.22937824982852312,45000.0,41000.0,86000.0,3185.185185185185,2123.456790123457,100,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,8,12,150,19.0,9.5,100.0,#57 stone,130.0,45.62426399858746,5.499039842323396,5.77022359949313,149.09586238854,42.939608367899524,650.0,0.23076923076923078,23.076923076923077,3.4,187.2,43.2,230.39999999999998,1.0,230.39999999999998,0.18636982798567503,0.22937824982852312,45000.0,41000.0,86000.0,3185.185185185185,2123.456790123457,150,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,8,12,200,19.0,9.5,100.0,#57 stone,130.0,45.62426399858746,5.499039842323396,5.77022359949313,149.09586238854,42.939608367899524,650.0,0.3076923076923077,30.76923076923077,4.9,187.2,57.6,244.79999999999998,1.0,244.79999999999998,0.17540689692769415,0.22937824982852312,45000.0,41000.0,86000.0,3185.185185185185,2123.456790123457,200,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,8,12,250,19.0,9.5,100.0,#57 stone,130.0,45.62426399858746,5.499039842323396,5.77022359949313,149.09586238854,42.939608367899524,650.0,0.38461538461538464,38.46153846153847,6.4,187.2,72.0,259.2,1.0,259.2,0.16566206932060001,0.22937824982852312,45000.0,41000.0,86000.0,3185.185185185185,2123.456790123457,250,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,8,12,300,19.0,9.5,100.0,#57 stone,130.0,45.62426399858746,5.499039842323396,5.77022359949313,149.09586238854,42.939608367899524,650.0,0.46153846153846156,46.15384615384615,7.9,187.2,86.4,273.6,1.0,273.6,0.15694301304056843,0.22937824982852312,45000.0,41000.0,86000.0,3185.185185185185,2123.456790123457,300,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,8,12,350,19.0,9.5,100.0,#57 stone,130.0,45.62426399858746,5.499039842323396,5.77022359949313,149.09586238854,42.939608367899524,650.0,0.5384615384615384,53.84615384615385,9.4,187.2,100.8,288.0,1.0,288.0,0.14909586238854,0.22937824982852312,45000.0,41000.0,86000.0,3185.185185185185,2123.456790123457,350,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,8,12,400,19.0,9.5,100.0,#57 stone,130.0,45.62426399858746,5.499039842323396,5.77022359949313,149.09586238854,42.939608367899524,650.0,0.6153846153846154,61.53846153846154,10.9,187.2,115.2,302.4,1.0,302.4,0.14199605941765717,0.22937824982852312,45000.0,41000.0,86000.0,3185.185185185185,2123.456790123457,400,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,10,6,100,19.0,9.5,100.0,#57 stone,140.0,26.630370211515178,5.499039842323396,5.136027579968186,485.7391357571253,34.973217774513024,650.0,0.15384615384615385,15.384615384615385,3.0,46.8,7.2,54.0,1.0,54.0,0.6476521810095005,0.7472909780878851,45000.0,41000.0,86000.0,1592.5925925925926,2654.320987654321,100,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,10,6,150,19.0,9.5,100.0,#57 stone,140.0,26.630370211515178,5.499039842323396,5.136027579968186,485.7391357571253,34.973217774513024,650.0,0.23076923076923078,23.076923076923077,3.4,46.8,10.8,57.599999999999994,1.0,57.599999999999994,0.6071739196964068,0.7472909780878851,45000.0,41000.0,86000.0,1592.5925925925926,2654.320987654321,150,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,10,6,200,19.0,9.5,100.0,#57 stone,140.0,26.630370211515178,5.499039842323396,5.136027579968186,485.7391357571253,34.973217774513024,650.0,0.3076923076923077,30.76923076923077,4.9,46.8,14.4,61.199999999999996,1.0,61.199999999999996,0.5714578067730887,0.7472909780878851,45000.0,41000.0,86000.0,1592.5925925925926,2654.320987654321,200,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,10,6,250,19.0,9.5,100.0,#57 stone,140.0,26.630370211515178,5.499039842323396,5.136027579968186,485.7391357571253,34.973217774513024,650.0,0.38461538461538464,38.46153846153847,6.4,46.8,18.0,64.8,1.0,64.8,0.5397101508412504,0.7472909780878851,45000.0,41000.0,86000.0,1592.5925925925926,2654.320987654321,250,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,10,6,300,19.0,9.5,100.0,#57 stone,140.0,26.630370211515178,5.499039842323396,5.136027579968186,485.7391357571253,34.973217774513024,650.0,0.46153846153846156,46.15384615384615,7.9,46.8,21.6,68.4,1.0,68.4,0.511304353428553,0.7472909780878851,45000.0,41000.0,86000.0,1592.5925925925926,2654.320987654321,300,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,10,6,350,19.0,9.5,100.0,#57 stone,140.0,26.630370211515178,5.499039842323396,5.136027579968186,485.7391357571253,34.973217774513024,650.0,0.5384615384615384,53.84615384615385,9.4,46.8,25.2,72.0,1.0,72.0,0.48573913575712535,0.7472909780878851,45000.0,41000.0,86000.0,1592.5925925925926,2654.320987654321,350,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,10,6,400,19.0,9.5,100.0,#57 stone,140.0,26.630370211515178,5.499039842323396,5.136027579968186,485.7391357571253,34.973217774513024,650.0,0.6153846153846154,61.53846153846154,10.9,46.8,28.8,75.6,1.0,75.6,0.4626087007210718,0.7472909780878851,45000.0,41000.0,86000.0,1592.5925925925926,2654.320987654321,400,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,10,8,100,19.0,9.5,100.0,#57 stone,140.0,33.04313589136511,5.499039842323396,5.201089693986001,303.195774107541,38.80905908576525,650.0,0.15384615384615385,15.384615384615385,3.0,83.2,12.8,96.0,1.0,96.0,0.404261032143388,0.4664550370885246,45000.0,41000.0,86000.0,2123.456790123457,2654.320987654321,100,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,10,8,150,19.0,9.5,100.0,#57 stone,140.0,33.04313589136511,5.499039842323396,5.201089693986001,303.195774107541,38.80905908576525,650.0,0.23076923076923078,23.076923076923077,3.4,83.2,19.2,102.4,1.0,102.4,0.3789947176344262,0.4664550370885246,45000.0,41000.0,86000.0,2123.456790123457,2654.320987654321,150,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,10,8,200,19.0,9.5,100.0,#57 stone,140.0,33.04313589136511,5.499039842323396,5.201089693986001,303.195774107541,38.80905908576525,650.0,0.3076923076923077,30.76923076923077,4.9,83.2,25.6,108.80000000000001,1.0,108.80000000000001,0.35670091071475407,0.4664550370885246,45000.0,41000.0,86000.0,2123.456790123457,2654.320987654321,200,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,10,8,250,19.0,9.5,100.0,#57 stone,140.0,33.04313589136511,5.499039842323396,5.201089693986001,303.195774107541,38.80905908576525,650.0,0.38461538461538464,38.46153846153847,6.4,83.2,32.0,115.2,1.0,115.2,0.33688419345282333,0.4664550370885246,45000.0,41000.0,86000.0,2123.456790123457,2654.320987654321,250,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,10,8,300,19.0,9.5,100.0,#57 stone,140.0,33.04313589136511,5.499039842323396,5.201089693986001,303.195774107541,38.80905908576525,650.0,0.46153846153846156,46.15384615384615,7.9,83.2,38.4,121.6,1.0,121.6,0.3191534464289906,0.4664550370885246,45000.0,41000.0,86000.0,2123.456790123457,2654.320987654321,300,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,10,8,350,19.0,9.5,100.0,#57 stone,140.0,33.04313589136511,5.499039842323396,5.201089693986001,303.195774107541,38.80905908576525,650.0,0.5384615384615384,53.84615384615385,9.4,83.2,44.8,128.0,1.0,128.0,0.303195774107541,0.4664550370885246,45000.0,41000.0,86000.0,2123.456790123457,2654.320987654321,350,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,10,8,400,19.0,9.5,100.0,#57 stone,140.0,33.04313589136511,5.499039842323396,5.201089693986001,303.195774107541,38.80905908576525,650.0,0.6153846153846154,61.53846153846154,10.9,83.2,51.2,134.4,1.0,134.4,0.28875788010242,0.4664550370885246,45000.0,41000.0,86000.0,2123.456790123457,2654.320987654321,400,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,10,10,100,19.0,9.5,100.0,#57 stone,140.0,39.06283563051279,5.499039842323396,5.431260308356283,205.755833875625,41.151166775125,650.0,0.15384615384615385,15.384615384615385,3.0,130.0,20.0,150.0,1.0,150.0,0.27434111183416665,0.31654743673173075,45000.0,41000.0,86000.0,2654.320987654321,2654.320987654321,100,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,10,10,150,19.0,9.5,100.0,#57 stone,140.0,39.06283563051279,5.499039842323396,5.431260308356283,205.755833875625,41.151166775125,650.0,0.23076923076923078,23.076923076923077,3.4,130.0,30.0,160.0,1.0,160.0,0.25719479234453124,0.31654743673173075,45000.0,41000.0,86000.0,2654.320987654321,2654.320987654321,150,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,10,10,200,19.0,9.5,100.0,#57 stone,140.0,39.06283563051279,5.499039842323396,5.431260308356283,205.755833875625,41.151166775125,650.0,0.3076923076923077,30.76923076923077,4.9,130.0,40.0,170.0,1.0,170.0,0.2420656869125,0.31654743673173075,45000.0,41000.0,86000.0,2654.320987654321,2654.320987654321,200,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,10,10,250,19.0,9.5,100.0,#57 stone,140.0,39.06283563051279,5.499039842323396,5.431260308356283,205.755833875625,41.151166775125,650.0,0.38461538461538464,38.46153846153847,6.4,130.0,50.0,180.0,1.0,180.0,0.22861759319513889,0.31654743673173075,45000.0,41000.0,86000.0,2654.320987654321,2654.320987654321,250,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,10,10,300,19.0,9.5,100.0,#57 stone,140.0,39.06283563051279,5.499039842323396,5.431260308356283,205.755833875625,41.151166775125,650.0,0.46153846153846156,46.15384615384615,7.9,130.0,60.0,190.0,1.0,190.0,0.21658508829013157,0.31654743673173075,45000.0,41000.0,86000.0,2654.320987654321,2654.320987654321,300,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,10,10,350,19.0,9.5,100.0,#57 stone,140.0,39.06283563051279,5.499039842323396,5.431260308356283,205.755833875625,41.151166775125,650.0,0.5384615384615384,53.84615384615385,9.4,130.0,70.0,200.0,1.0,200.0,0.205755833875625,0.31654743673173075,45000.0,41000.0,86000.0,2654.320987654321,2654.320987654321,350,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
FRC,10,10,400,19.0,9.5,100.0,#57 stone,140.0,39.06283563051279,5.499039842323396,5.431260308356283,205.755833875625,41.151166775125,650.0,0.6153846153846154,61.53846153846154,10.9,130.0,80.0,210.0,1.0,210.0,0.19595793702440475,0.31654743673173075,45000.0,41000.0,86000.0,2654.320987654321,2654.320987654321,400,Fiber dosage is calculated in Module 2; total fiber mass is calculated in Module 4 LCA.,True,Wheel-load demand is below plain concrete cracking moment; fiber residual capacity provides additional reserve.
