module,subbase_thickness_in,pavement_thickness_in,bar_size,bar_spacing_in,axle_load_kip,wheel_load_kip,tire_pressure_psi,subbase_material,k_eff_pci,radius_relative_stiffness_in,contact_radius_in,equivalent_resisting_radius_b_in,edge_stress_psi,Mu_kip_in_per_ft,As_per_ft_in2,effective_depth_in,a_in,Mn_kip_in_per_ft,phi_Mn_kip_in_per_ft,Mcr_kip_in_per_ft,demand_capacity_ratio,cracking_ratio,epsilon_t,reinforcement_directions,parking_lot_area_sf,roadway_area_sf,total_area_sf,concrete_volume_cy_total,subbase_volume_cy_total,class_a_lap_length_in,rebar_stock_length_ft,parking_lot_reinforcement_directions,roadway_reinforcement_directions,parking_lot_rebar_length_ft,roadway_rebar_length_ft,total_rebar_length_ft_with_laps,parking_lot_longitudinal_bar_count,parking_lot_transverse_bar_count,roadway_longitudinal_bar_count,roadway_transverse_bar_count,roadway_longitudinal_splices_per_bar,roadway_transverse_splices_per_bar,parking_lot_longitudinal_splices_per_bar,parking_lot_transverse_splices_per_bar,steel_weight_lb_total,steel_weight_ton_total,feasible,warnings,lcc_analysis_period_yr,lcc_end_of_service_life_yr,lcc_real_discount_rate,rsmeans_saginaw_county_location_factor,maintenance_present_worth,initial_concrete_cost,initial_57_stone_cost,initial_reinforcing_steel_cost,initial_fiber_cost,initial_construction_cost,end_of_life_concrete_tons,end_of_life_demo_cost_future,end_of_life_crushing_cost_future,end_of_life_subbase_removal_cost_future,end_of_life_recycled_aggregate_credit_future,end_of_life_net_future_cost,end_of_life_pv_factor,end_of_life_present_worth,total_present_worth,present_worth_per_sf,fe3_psi,concrete_MR_psi,Re3_decimal,Re3_percent,tufstrand_dosage_lb_per_cy,Mn_FRC_kip_in_per_ft,Mtotal_FRC_kip_in_per_ft,phi_FRC,phi_Mtotal_FRC_kip_in_per_ft,fe3_psi_for_lcc_lca_mapping,fiber_quantity_note
SRC,4,8,#4,6,19.0,9.5,100.0,#57 stone,110.00000000000001,35.096603882957105,5.499039842323396,5.201089693986001,312.08845996263085,39.94732287521675,0.4000000000000001,4.75,0.5228758169934641,107.72549019607845,96.9529411764706,83.2,0.41202796315901263,0.48013609225020126,0.019483828124999998,2.0,45000.0,41000.0,86000.0,2123.456790123457,1061.7283950617284,26.83281572999748,40.0,2.0,1.0,189193.02579202416,88725.61814095205,277918.6439329762,301.0,601.0,41.0,0.0,51.0,0.0,7.0,3.0,189139.07712105327,94.56953856052664,True,,50,50,0.03,1.0,0.0,392839.5061728395,61580.246913580246,302622.52339368523,0.0,757042.276480105,4300.0,89185.18518518518,38700.0,19111.11111111111,25800.0,121196.29629629629,0.22810707978975348,27645.733229481863,784688.0097095869,9.124279182669614,,,,,,,,,,,
SRC,4,8,#4,8,19.0,9.5,100.0,#57 stone,110.00000000000001,35.096603882957105,5.499039842323396,5.201089693986001,312.08845996263085,39.94732287521675,0.30000000000000004,4.75,0.39215686274509814,81.97058823529413,73.77352941176471,83.2,0.5414858580542078,0.48013609225020126,0.02697843749999999,2.0,45000.0,41000.0,86000.0,2123.456790123457,1061.7283950617284,26.83281572999748,40.0,2.0,1.0,142012.85951396188,67085.22347242717,209098.08298638905,226.0,451.0,31.0,0.0,51.0,0.0,7.0,3.0,142302.86203240367,71.15143101620184,True,,50,50,0.03,1.0,0.0,392839.5061728395,61580.246913580246,227684.5792518459,0.0,682104.3323382656,4300.0,89185.18518518518,38700.0,19111.11111111111,25800.0,121196.29629629629,0.22810707978975348,27645.733229481863,709750.0655677475,8.252907739159854,,,,,,,,,,,
SRC,4,8,#4,10,19.0,9.5,100.0,#57 stone,110.00000000000001,35.096603882957105,5.499039842323396,5.201089693986001,312.08845996263085,39.94732287521675,0.24000000000000005,4.75,0.31372549019607854,66.14117647058825,59.52705882352943,83.2,0.6710783913185151,0.48013609225020126,0.03447304687499999,2.0,45000.0,41000.0,86000.0,2123.456790123457,1061.7283950617284,26.83281572999748,40.0,2.0,1.0,113704.75974712451,54100.986671312225,167805.74641843673,181.0,361.0,25.0,0.0,51.0,0.0,7.0,3.0,114201.13297921389,57.10056648960694,True,,50,50,0.03,1.0,0.0,392839.5061728395,61580.246913580246,182721.81276674222,0.0,637141.565853162,4300.0,89185.18518518518,38700.0,19111.11111111111,25800.0,121196.29629629629,0.22810707978975348,27645.733229481863,664787.2990826438,7.730084873053998,,,,,,,,,,,
SRC,4,8,#4,12,19.0,9.5,100.0,#57 stone,110.00000000000001,35.096603882957105,5.499039842323396,5.201089693986001,312.08845996263085,39.94732287521675,0.20000000000000004,4.75,0.26143790849673204,55.431372549019606,49.88823529411765,83.2,0.800736338732089,0.48013609225020126,0.04196765625,2.0,45000.0,41000.0,86000.0,2123.456790123457,1061.7283950617284,26.83281572999748,40.0,2.0,1.0,94832.69323589958,45444.828803902274,140277.52203980187,151.0,301.0,21.0,0.0,51.0,0.0,7.0,3.0,95466.64694375407,47.733323471877036,True,,50,50,0.03,1.0,0.0,392839.5061728395,61580.246913580246,152746.63511000652,0.0,607166.3881964262,4300.0,89185.18518518518,38700.0,19111.11111111111,25800.0,121196.29629629629,0.22810707978975348,27645.733229481863,634812.1214259081,7.381536295650093,,,,,,,,,,,
SRC,4,8,#4,15,19.0,9.5,100.0,#57 stone,110.00000000000001,35.096603882957105,5.499039842323396,5.201089693986001,312.08845996263085,39.94732287521675,0.16000000000000003,4.75,0.20915032679738566,44.59607843137256,40.136470588235305,83.2,0.995287385506338,0.48013609225020126,0.05320957031249999,2.0,45000.0,41000.0,86000.0,2123.456790123457,1061.7283950617284,26.83281572999748,40.0,2.0,1.0,75960.62672467467,36788.670936492315,112749.29766116699,121.0,241.0,17.0,0.0,51.0,0.0,7.0,3.0,76732.16090829422,38.36608045414711,True,,50,50,0.03,1.0,0.0,392839.5061728395,61580.246913580246,122771.45745327075,0.0,577191.2105396905,4300.0,89185.18518518518,38700.0,19111.11111111111,25800.0,121196.29629629629,0.22810707978975348,27645.733229481863,604836.9437691723,7.03298771824619,,,,,,,,,,,
SRC,4,8,#5,6,19.0,9.5,100.0,#57 stone,110.00000000000001,35.096603882957105,5.499039842323396,5.201089693986001,312.08845996263085,39.94732287521675,0.62,4.6875,0.8104575163398693,159.3004901960784,143.37044117647056,83.2,0.2786301175292244,0.48013609225020126,0.011314831149193547,2.0,45000.0,41000.0,86000.0,2123.456790123457,1061.7283950617284,33.54101966249685,40.0,2.0,1.0,191378.78224003024,89894.52267619007,281273.3049162203,301.0,601.0,41.0,0.0,51.0,0.0,7.0,3.0,296704.27094981854,148.35213547490926,True,,50,50,0.03,1.0,0.0,392839.5061728395,61580.246913580246,474726.83351970965,0.0,929146.5866061293,4300.0,89185.18518518518,38700.0,19111.11111111111,25800.0,121196.29629629629,0.22810707978975348,27645.733229481863,956792.3198356112,11.125492091111758,,,,,,,,,,,
SRC,4,8,#5,8,19.0,9.5,100.0,#57 stone,110.00000000000001,35.096603882957105,5.499039842323396,5.201089693986001,312.08845996263085,39.94732287521675,0.46499999999999997,4.6875,0.6078431372549019,122.30183823529411,110.0716544117647,83.2,0.36292107253860895,0.48013609225020126,0.016086441532258064,2.0,45000.0,41000.0,86000.0,2123.456790123457,1061.7283950617284,33.54101966249685,40.0,2.0,1.0,143653.57439245237,67969.02934053396,211622.60373298632,226.0,451.0,31.0,0.0,51.0,0.0,7.0,3.0,223232.4549100043,111.61622745500216,True,,50,50,0.03,1.0,0.0,392839.5061728395,61580.246913580246,357171.9278560069,0.0,811591.6809424267,4300.0,89185.18518518518,38700.0,19111.11111111111,25800.0,121196.29629629629,0.22810707978975348,27645.733229481863,839237.4141719085,9.758574583394285,,,,,,,,,,,
SRC,4,8,#5,10,19.0,9.5,100.0,#57 stone,110.00000000000001,35.096603882957105,5.499039842323396,5.201089693986001,312.08845996263085,39.94732287521675,0.372,4.6875,0.48627450980392156,99.19817647058824,89.27835882352942,83.2,0.4474468774025961,0.48013609225020126,0.02085805191532258,2.0,45000.0,41000.0,86000.0,2123.456790123457,1061.7283950617284,33.54101966249685,40.0,2.0,1.0,115018.44968390564,54813.733339140286,169832.18302304592,181.0,361.0,25.0,0.0,51.0,0.0,7.0,3.0,179149.36528611582,89.57468264305791,True,,50,50,0.03,1.0,0.0,392839.5061728395,61580.246913580246,286638.9844577853,0.0,741058.737544205,4300.0,89185.18518518518,38700.0,19111.11111111111,25800.0,121196.29629629629,0.22810707978975348,27645.733229481863,768704.4707736869,8.9384240787638,,,,,,,,,,,
SRC,4,8,#5,12,19.0,9.5,100.0,#57 stone,110.00000000000001,35.096603882957105,5.499039842323396,5.201089693986001,312.08845996263085,39.94732287521675,0.31,4.6875,0.40522875816993464,83.41887254901961,75.07698529411765,83.2,0.5320848022695799,0.48013609225020126,0.02562966229838709,2.0,45000.0,41000.0,86000.0,2123.456790123457,1061.7283950617284,33.54101966249685,40.0,2.0,1.0,95928.36654487449,46043.53600487784,141971.90254975233,151.0,301.0,21.0,0.0,51.0,0.0,7.0,3.0,149760.63887019013,74.88031943509506,True,,50,50,0.03,1.0,0.0,392839.5061728395,61580.246913580246,239617.0221923042,0.0,694036.7752787239,4300.0,89185.18518518518,38700.0,19111.11111111111,25800.0,121196.29629629629,0.22810707978975348,27645.733229481863,721682.5085082058,8.391657075676811,,,,,,,,,,,
SRC,4,8,#5,15,19.0,9.5,100.0,#57 stone,110.00000000000001,35.096603882957105,5.499039842323396,5.201089693986001,312.08845996263085,39.94732287521675,0.24799999999999997,4.6875,0.32418300653594767,67.33807843137254,60.60427058823528,83.2,0.6591502956389259,0.48013609225020126,0.03278707787298387,2.0,45000.0,41000.0,86000.0,2123.456790123457,1061.7283950617284,33.54101966249685,40.0,2.0,1.0,76838.28340584334,37273.3386706154,114111.62207645873,121.0,241.0,17.0,0.0,51.0,0.0,7.0,3.0,120371.91245426444,60.18595622713222,True,,50,50,0.03,1.0,0.0,392839.5061728395,61580.246913580246,192595.0599268231,0.0,647014.8130132428,4300.0,89185.18518518518,38700.0,19111.11111111111,25800.0,121196.29629629629,0.22810707978975348,27645.733229481863,674660.5462427246,7.844890072589822,,,,,,,,,,,
SRC,4,8,#5,18,19.0,9.5,100.0,#57 stone,110.00000000000001,35.096603882957105,5.499039842323396,5.201089693986001,312.08845996263085,39.94732287521675,0.20666666666666667,4.6875,0.2701525054466231,56.45005446623094,50.80504901960784,83.2,0.7862864743974436,0.48013609225020126,0.03994449344758064,2.0,45000.0,41000.0,86000.0,2123.456790123457,1061.7283950617284,33.54101966249685,40.0,2.0,1.0,64111.56131315591,32888.24000348417,96999.80131664008,101.0,201.0,15.0,0.0,51.0,0.0,7.0,3.0,102321.31819442795,51.16065909721397,True,,50,50,0.03,1.0,0.0,392839.5061728395,61580.246913580246,163714.10911108472,0.0,618133.8621975044,4300.0,89185.18518518518,38700.0,19111.11111111111,25800.0,121196.29629629629,0.22810707978975348,27645.733229481863,645779.5954269862,7.509065063104491,,,,,,,,,,,
SRC,4,8,#6,6,19.0,9.5,100.0,#57 stone,110.00000000000001,35.096603882957105,5.499039842323396,5.201089693986001,312.08845996263085,39.94732287521675,0.88,4.625,1.1503267973856208,213.83137254901962,192.44823529411764,83.2,0.20757437871106202,0.48013609225020126,0.006950976562500001,2.0,45000.0,41000.0,86000.0,2123.456790123457,1061.7283950617284,40.249223594996224,40.0,2.0,1.0,193564.53868803626,91063.42721142809,284627.9658994643,301.0,601.0,41.0,0.0,51.0,0.0,7.0,3.0,426151.31561058684,213.07565780529342,True,,50,50,0.03,1.0,0.0,392839.5061728395,61580.246913580246,681842.1049769389,0.0,1136261.8580633586,4300.0,89185.18518518518,38700.0,19111.11111111111,25800.0,121196.29629629629,0.22810707978975348,27645.733229481863,1163907.5912928404,13.53380920107954,,,,,,,,,,,
SRC,4,8,#6,8,19.0,9.5,100.0,#57 stone,110.00000000000001,35.096603882957105,5.499039842323396,5.201089693986001,312.08845996263085,39.94732287521675,0.66,4.625,0.8627450980392157,166.06764705882352,149.46088235294118,83.2,0.2672761076097758,0.48013609225020126,0.010267968749999998,2.0,45000.0,41000.0,86000.0,2123.456790123457,1061.7283950617284,40.249223594996224,40.0,2.0,1.0,145294.28927094283,68852.83520864075,214147.12447958358,226.0,451.0,31.0,0.0,51.0,0.0,7.0,3.0,320625.833595821,160.3129167979105,True,,50,50,0.03,1.0,0.0,392839.5061728395,61580.246913580246,513001.33375331364,0.0,967421.0868397334,4300.0,89185.18518518518,38700.0,19111.11111111111,25800.0,121196.29629629629,0.22810707978975348,27645.733229481863,995066.8200692153,11.57054441940948,,,,,,,,,,,
SRC,4,8,#6,10,19.0,9.5,100.0,#57 stone,110.00000000000001,35.096603882957105,5.499039842323396,5.201089693986001,312.08845996263085,39.94732287521675,0.528,4.625,0.6901960784313725,135.58729411764708,122.02856470588236,83.2,0.3273604255814958,0.48013609225020126,0.013584960937499998,2.0,45000.0,41000.0,86000.0,2123.456790123457,1061.7283950617284,40.249223594996224,40.0,2.0,1.0,116332.13962068676,55526.48000696835,171858.6196276551,181.0,361.0,25.0,0.0,51.0,0.0,7.0,3.0,257310.54438696138,128.6552721934807,True,,50,50,0.03,1.0,0.0,392839.5061728395,61580.246913580246,411696.87101913826,0.0,866116.624105558,4300.0,89185.18518518518,38700.0,19111.11111111111,25800.0,121196.29629629629,0.22810707978975348,27645.733229481863,893762.3573350399,10.392585550407441,,,,,,,,,,,
SRC,4,8,#6,12,19.0,9.5,100.0,#57 stone,110.00000000000001,35.096603882957105,5.499039842323396,5.201089693986001,312.08845996263085,39.94732287521675,0.44,4.625,0.5751633986928104,114.50784313725491,103.05705882352943,83.2,0.38762335478272153,0.48013609225020126,0.016901953125,2.0,45000.0,41000.0,86000.0,2123.456790123457,1061.7283950617284,40.249223594996224,40.0,2.0,1.0,97024.03985384939,46642.24320585341,143666.2830597028,151.0,301.0,21.0,0.0,51.0,0.0,7.0,3.0,215100.35158105503,107.55017579052752,True,,50,50,0.03,1.0,0.0,392839.5061728395,61580.246913580246,344160.56252968806,0.0,798580.3156161078,4300.0,89185.18518518518,38700.0,19111.11111111111,25800.0,121196.29629629629,0.22810707978975348,27645.733229481863,826226.0488455896,9.607279637739413,,,,,,,,,,,
