alternative_id,module,subbase_thickness_in,pavement_thickness_in,bar_size,bar_spacing_in,fe3_psi,n_simulations,random_seed,total_present_worth_mean,total_present_worth_std,total_present_worth_p05,total_present_worth_p50,total_present_worth_p95,total_present_worth_min,total_present_worth_max,gwp_total_project_kgco2e_mean,gwp_total_project_kgco2e_std,gwp_total_project_kgco2e_p05,gwp_total_project_kgco2e_p50,gwp_total_project_kgco2e_p95,gwp_total_project_kgco2e_min,gwp_total_project_kgco2e_max,demand_capacity_ratio_k_mean,demand_capacity_ratio_k_std,demand_capacity_ratio_k_p05,demand_capacity_ratio_k_p50,demand_capacity_ratio_k_p95,demand_capacity_ratio_k_min,demand_capacity_ratio_k_max
110,SRC,6,8,#6,15.0,nan,50000,42,807775.7396488144,62420.1442674792,705247.8243203693,807808.3948285682,910024.4186178169,633323.621894759,1022005.5699903105,856856.2377748076,68617.09377320667,752950.5353440446,851983.2052900278,978050.6550581689,709736.7829956199,1072816.3241739937,0.4677477064100974,0.011163245465764854,0.45178908151032715,0.46674192485187316,0.48674600735484375,0.4503636790933471,0.4895258477835616
111,SRC,6,8,#6,18.0,nan,50000,42,765658.8342939434,60008.645703111935,667790.3415743293,765752.8000417426,863364.7620787793,599219.7509330288,974840.5992103758,846348.8028361035,68474.50584610802,742700.167009628,841336.7678986134,967333.334060128,701060.2704058301,1059431.922645356,0.5564424868053885,0.013280031056620657,0.5374577717474018,0.5552459879583144,0.5790432642713145,0.5357620831213898,0.5823502207777388
112,SRC,6,8,#6,24.0,nan,50000,42,704908.5838732253,57083.03989602311,613119.8393848542,705084.8703587973,796915.6684346303,550027.6584992632,906808.9202010941,831192.6725737496,68306.1000130737,727898.3705846755,826190.5313053859,952102.0830368971,687781.3626011272,1040125.9993410421,0.7339878247912424,0.01751732000978245,0.7089456146075928,0.7324095564042054,0.7637998824327137,0.7067088788520697,0.7681619968836876
113,SRC,6,10,#3,6.0,nan,50000,42,801682.0957024939,68494.9520614764,692888.4484339706,802300.6950417799,910876.7620139774,623663.8204242821,1042425.2961879768,1020663.6276642316,85251.01989572814,891888.6547685821,1014476.1168494427,1171436.5472109714,843646.6618057179,1277863.636351737,0.5227848433622423,0.0117712098319947,0.5059570917105033,0.5217242856773543,0.5428178156334179,0.5044540600879559,0.5457490496626478
114,SRC,6,10,#3,8.0,nan,50000,42,760335.2733041468,67276.32585283212,653995.862858186,760835.739415538,866747.173491922,590183.5187765325,996122.7092854079,1010348.3150216676,85181.93810975661,881668.2155021447,1004371.7263683451,1161214.5848738165,834334.966647088,1264723.9607689786,0.6933091710139201,0.015610796361202578,0.6709924671235374,0.6919026758206144,0.7198765889003063,0.6689991698398325,0.7237639461193545
115,SRC,6,10,#3,10.0,nan,50000,42,735527.1798651388,66698.61668747313,630357.5656019413,735830.397467072,840553.3497036404,570095.3377878827,968341.1571438666,1004159.1274361288,85148.4218036828,875499.5154562708,998155.2613979056,1154826.479254484,828747.94955191,1256840.1554193236,0.8638574669809144,0.019450922569539432,0.8360510393435652,0.8621049856553996,0.896960248941801,0.833567407488641,0.9018038637400677
116,SRC,6,10,#4,6.0,nan,50000,42,942002.9667121704,74785.23832394106,819953.3061905456,942252.3550741193,1063911.7666760418,737287.669038747,1199564.8040701947,1055671.2430208977,85608.10342986042,926038.8407885173,1049387.0069062014,1206847.404682813,874117.7669041512,1322456.4397549548,0.2955146318520984,0.006653912759948526,0.2860024072774919,0.2949151303214268,0.30683867175261575,0.2851527884673088,0.30849561065591147
117,SRC,6,10,#4,8.0,nan,50000,42,865909.0517405407,70985.53080971287,751650.6842646389,866145.5464350902,980361.9009201245,675671.1510325111,1114350.3932314203,1036687.1354740883,85391.01614686415,907558.1787706718,1030405.9245158492,1187776.1745680333,858111.17929224,1298274.4277271286,0.39009011986526476,0.008783408150837063,0.37753363560173525,0.38929875592333946,0.40503826661003484,0.3764121077050389,0.40722548655019514
118,SRC,6,10,#4,10.0,nan,50000,42,820252.7027575627,69142.61702789296,709976.5668794175,820624.7445518018,930880.2267806157,638701.2402287696,1063221.7467281555,1025296.6709460027,85287.41694345967,896474.7707269812,1019092.8381119403,1176263.5064519616,847828.9380189055,1283765.2205104327,0.4847123515426199,0.01091395603872598,0.4691101029735316,0.4837290303619934,0.5032863963360749,0.4677165316000344,0.506004159402984
119,SRC,6,10,#4,12.0,nan,50000,42,789815.1367689108,68113.20448388705,681841.8049224141,790361.9747004386,898091.2896905049,614054.6330262753,1029135.9823926459,1017703.0279272789,85229.50346136848,888902.2748917466,1011598.545722995,1168481.9585043418,840974.1105033492,1274092.4156993022,0.5793574935002138,0.013045019782649027,0.5607087431739919,0.5781821686034985,0.601558314258029,0.5590430624555337,0.6048067489087262
120,SRC,6,10,#4,15.0,nan,50000,42,759377.570780259,67251.85241367853,653068.0963863095,759876.9761803334,865691.4236876277,589408.0258237809,995050.2180571362,1010109.3849085552,85180.5337421989,881447.464496146,1004130.2380996034,1160990.251152506,834119.282987793,1264419.6108881717,0.7213478012568743,0.01624212415155864,0.698128570997615,0.719884424948602,0.7489896517885648,0.6960546613005184,0.7530342205032116
121,SRC,6,10,#4,18.0,nan,50000,42,740681.0252183414,66808.9426259506,635415.7725112201,741052.4049838468,846018.679529321,574268.6281899518,974112.7342205759,1005444.9221609938,85154.8946367893,876872.7052759391,999475.4042304484,1156133.0982626365,829908.6442326617,1258478.0045215439,0.8633530146131075,0.01943956414025998,0.8355628246293044,0.8616015566547433,0.8964364660971745,0.833080643099252,0.9012772524508804
122,SRC,6,10,#5,6.0,nan,50000,42,1116762.1076380676,86308.73847894456,973416.9315020588,1116639.1086903606,1259733.1468450911,878797.6670146626,1400171.3560962335,1099270.6074032169,86314.58995353758,968687.2953569455,1093020.0433630408,1251619.4400086026,909102.5884856031,1377993.438336487,0.19691512356979177,0.004433811094685984,0.19057668656654475,0.1965156478577006,0.20446085726948773,0.1900105460951039,0.2055649526127375
123,SRC,6,10,#5,8.0,nan,50000,42,997393.834348629,78058.25915498924,869001.1652936612,997418.4425490412,1125290.422461477,782140.0385662622,1261664.0817439598,1069490.3005462424,85800.84128475201,939545.8739560731,1063429.2438490372,1221019.7101134139,885528.8512741363,1340059.195874363,0.2583867823109428,0.005817928868853117,0.2500696540352716,0.2578626009175211,0.26828809316759045,0.24932677958205693,0.2697368576806203
124,SRC,6,10,#5,10.0,nan,50000,42,925772.8703749658,73903.6099307394,805512.793697558,925973.2842894515,1046011.3147543957,724145.4614972221,1181389.394147508,1051622.1164320577,85557.15766686942,922122.7436510415,1045283.6472260928,1202784.0743453447,870774.2013212404,1317298.6503970884,0.3199370433807718,0.007203816481063375,0.3096386937278291,0.3192879968478701,0.33219694341411654,0.30871885930735715,0.333990817817088
125,SRC,6,10,#5,12.0,nan,50000,42,878025.5610591905,71531.87801977596,762615.4686607618,878221.7025769657,993635.0476262092,685482.4101178619,1127919.168124869,1039709.993689268,85421.87277206463,910535.6060246828,1033348.9069830728,1190760.453410554,860839.93169974,1302124.953412239,0.38152537768564754,0.00859056136380167,0.36924458112842723,0.38075138877525383,0.39614532585164747,0.36814767727831216,0.39828452361969
126,SRC,6,10,#5,15.0,nan,50000,42,830278.251743415,69517.24583063554,719112.6621729974,830652.2092330701,941569.0439514096,646819.3587385018,1074448.94210223,1027797.8709464784,85308.44762837212,898928.1034171601,1021594.0879592695,1178824.3631734818,850086.7863985165,1286951.2564273893,0.47394512485442586,0.010671517325621277,0.4586894590506711,0.472983646818554,0.4921065724648891,0.45732684397287554,0.49476396411577583
127,SRC,6,10,#5,18.0,nan,50000,42,800951.7918192814,68470.72883242805,692212.6522441464,801548.3295676447,910077.1068640628,623072.4619380382,1041607.4592405097,1020481.4295546202,85249.65651396182,891682.5365476822,1014291.7154805365,1171276.0477338305,843482.1904693688,1277631.551863846,0.566389292999282,0.012753023158840873,0.5481579718701195,0.5652402762958417,0.5880931758593352,0.5465295753531603,0.5912688983205172
128,SRC,6,10,#5,24.0,nan,50000,42,758657.2877697519,67233.5599980604,652369.0840071599,759148.0154868253,864943.7636803669,588824.7816694615,994243.6030682713,1009929.6868322938,85179.48336890811,881281.2026922625,1003954.9298453705,1160816.905071605,833957.068446681,1264190.7109501148,0.7513136972969864,0.016916846945401166,0.7271299045356054,0.7497895300883403,0.7801038327724249,0.7249698414430572,0.7843164190860981
129,SRC,6,10,#6,6.0,nan,50000,42,1327072.278754614,103742.86650964196,1155002.0426684415,1326947.1473211125,1498519.6477698109,1049094.8642390214,1644345.5333799198,1151739.335134639,87540.06288723732,1019216.3441685376,1145605.232132101,1305442.395348491,950316.9668168627,1444828.2580380447,0.1440658772432242,0.0032438386311160264,0.13942858747761588,0.14377361518708315,0.14958644227237583,0.13901439113666236,0.1503942139726996
130,SRC,6,10,#6,8.0,nan,50000,42,1155627.0191286325,89289.95494508641,1007304.3449451982,1155459.2156841857,1303885.583159778,910268.2585798618,1445267.7021365913,1108966.726466209,86510.56187272265,978119.9831601597,1102812.5026414753,1261398.8733455471,916718.9256198419,1390344.3833164587,0.18762833768387205,0.004224706514253033,0.18158883001745518,0.18724770179138214,0.19481820428737515,0.18104938950305324,0.19587022898788034
131,SRC,6,10,#6,10.0,nan,50000,42,1052759.8633530436,81699.80945058941,917644.3426579289,1052642.1061807382,1187394.7801531737,826972.295184366,1325907.264273005,1083303.1612651506,86022.50335338298,953125.6891142254,1077155.385897839,1235092.4549589518,896560.1009016292,1357654.058483507,0.23131332903712856,0.005208333347083275,0.22386765936212494,0.23084407073356036,0.24017719256605505,0.22320262239199495,0.24147415729274335
132,SRC,6,10,#6,12.0,nan,50000,42,984181.7595026507,77242.0879421471,857385.057592772,984281.6007545479,1110636.3022832933,771441.6529207022,1246799.080015539,1066194.1177977787,85752.22439385428,936365.5598050273,1060080.5571394362,1217675.8266247169,882807.0289376545,1335860.5085948727,0.2750568057202721,0.006193277056443001,0.2662030914713796,0.27449880635821866,0.28559690731647364,0.26541228989737914,0.2871391399942866
133,SRC,6,10,#6,15.0,nan,50000,42,915603.6556522582,73370.2003401895,796483.3299196518,915761.39340509,1034893.4965934908,715911.0106570383,1170001.3134893947,1049085.0743304065,85526.51757578707,919707.2324583852,1042748.7970957628,1200211.1335553578,868679.2392430344,1314066.9587062385,0.3407286650056453,0.007671968042841229,0.3297610605921972,0.34003743914337803,0.35378529429534167,0.32878144925741143,0.3556957465019804
134,SRC,6,10,#6,18.0,nan,50000,42,873486.7502973871,71324.49459169219,758453.5848220185,873663.5512778983,988631.1042920867,681807.1396953082,1122836.34270946,1038577.6393917027,85410.14898200723,909416.2067467644,1032245.3525583226,1189633.8255766798,859817.7486214507,1300682.5571776007,0.40643738682109304,0.009151489039102892,0.3933547056870724,0.4056128596767201,0.4220119563663586,0.3921861786099507,0.4242908347885775
135,SRC,6,10,#6,24.0,nan,50000,42,812736.499876669,68873.17793116474,703037.7968532895,813214.7717936602,922814.3604314099,632615.0472615425,1054804.6637001783,1023421.5091293484,85272.28523489182,894597.6329388145,1017264.3760711246,1174356.2432023585,846136.2180970936,1281376.633873287,0.5379088975096813,0.012111748424764493,0.5205943225875436,0.5368176581169046,0.5585214194009546,0.5190478085803529,0.5615374534061972
136,SRC,6,12,#3,6.0,nan,50000,42,909510.0117059378,80659.73488144287,782216.8885039397,910267.2158241698,1036973.6258329389,706251.2091865615,1190421.039687061,1212892.4642198307,102234.26900966758,1058474.500972869,1205612.3184329693,1393990.6947950611,1002001.5173016841,1519114.2708839816,0.41614030445371303,0.009055416828015335,0.40319496513348135,0.4153244331844139,0.4315513723735536,0.40203870523818475,0.43380632716018885
137,SRC,6,12,#3,8.0,nan,50000,42,868163.1893075908,79622.77613792734,742874.7677513595,868585.2123231909,993218.8208075282,672770.9075388119,1144118.4527844922,1202577.1515772664,102175.01742163683,1048300.938681594,1195441.7876040856,1383415.6196815963,992689.8221430542,1505974.5953012232,0.5525623539857802,0.012024027438003565,0.5353731822295812,0.5514790180428581,0.5730255868812353,0.5338378690606173,0.5760197768496171
138,SRC,6,12,#3,10.0,nan,50000,42,843355.0958685826,79132.40031443835,718884.5985208139,843721.9685581893,967224.974819315,652682.7265501621,1116336.9006429508,1196387.963991728,102146.08501364192,1042053.2292271043,1189128.2595754638,1377201.2268610115,987102.8050478763,1498746.8163738793,0.6889957307602235,0.014992884534333365,0.667562374198929,0.687644907935852,0.7145115481169801,0.6656479762831722,0.7182450346464537
139,SRC,6,12,#3,12.0,nan,50000,42,826816.3669092437,78861.59516466127,702787.1862441873,826868.0655245103,950230.4968531053,639290.6058910623,1097815.8658819231,1192261.8389347026,102129.55718448528,1037981.5792215965,1184972.8815612323,1373145.7313322916,983378.1269844243,1494050.255420782,0.825434724570009,0.01796186386010314,0.7997570084682533,0.8238164038516098,0.8560033344056812,0.797463510198581,0.8604761479334829
140,SRC,6,12,#4,6.0,nan,50000,42,1049830.8827156143,86080.30002751003,910719.3409991728,1050129.3151637688,1189222.0219900564,819875.0578010264,1347560.5475692789,1247900.079576497,102537.81263060066,1092835.2002520126,1240285.9985855138,1429200.979920828,1033060.2231515655,1563707.0742871996,0.23373447403497277,0.005086176625554494,0.22646343577014844,0.23327622175811102,0.24239044370676374,0.22581399663728274,0.24365698930541396
141,SRC,6,12,#4,8.0,nan,50000,42,973736.9677439844,82792.1974485453,841671.859268607,974269.9572764931,1106148.9985897904,758258.5397947906,1262346.1367305045,1228915.9720296876,102353.60118000479,1074339.5736756942,1221468.8714729468,1410131.1851211363,1016466.0347882062,1539525.062259373,0.30926471636082353,0.006729751689208683,0.29964407483627403,0.30865838192509043,0.32071782363747525,0.2987847723733037,0.32239364774062407
142,SRC,6,12,#4,10.0,nan,50000,42,928080.6187610066,81212.52107222709,799477.5160107048,928733.6895721366,1056825.2869073784,721288.628991049,1211217.4902272397,1217525.5075016017,102265.36343569888,1062951.7302582941,1210151.8374710493,1398467.9618021434,1006183.7935148717,1525015.8550426774,0.384816692847716,0.008373799698851363,0.37284577195471913,0.384062233641816,0.3990677426179366,0.37177654577254343,0.4011529629972825
143,SRC,6,12,#4,12.0,nan,50000,42,897643.0527723546,80334.47075478095,771166.4261141845,898262.9699794534,1024388.8219615802,696642.0217885547,1177131.72589173,1209931.8644828778,102215.85339810974,1055572.4864136064,1202743.9010064323,1390986.5199126136,999328.9659993154,1515343.0502315469,0.4603793716063254,0.010018080595167999,0.4460578384174108,0.4594767666477295,0.47742876021104735,0.4447786587794062,0.47992343485938405
144,SRC,6,12,#4,15.0,nan,50000,42,867205.4867837025,79601.9892741635,741932.1494329604,867638.410073965,992194.7839859187,671995.4145860603,1143045.9615562202,1202338.2214641543,102173.80833717962,1048056.7705416839,1195194.8079641098,1383200.2676652847,992474.1384837591,1505670.2454204164,0.5737339787429991,0.01248473236144188,0.5558861977064453,0.5726091343949096,0.5949812677455288,0.5542920584628065,0.5980901811763492
145,SRC,6,12,#4,18.0,nan,50000,42,848508.9412217851,79226.00489531476,723841.3325744338,848841.9186704005,972680.2965765919,656856.0169522312,1122108.47771966,1197673.7587165926,102151.6868693833,1043315.9351007749,1190429.8500789914,1378473.681220588,988263.4997286279,1500210.3719411578,0.687095588400198,0.01495153650599185,0.6657213416808104,0.6857484909336988,0.7125410371273019,0.6638122233747975,0.7162642272854215
146,SRC,6,12,#4,24.0,nan,50000,42,821549.1378007245,78784.87007098307,697613.858063146,821601.678097804,944755.1878036631,635025.5037823188,1091917.3150529554,1190947.7569360684,102124.75729828354,1036697.221988671,1183603.54113644,1371838.800357678,982191.8972104248,1492554.5018702575,0.9138292324452931,0.01988537164233723,0.8854017300665445,0.9120376083035835,0.947671386684205,0.8828626246703171,0.9526231867857953
147,SRC,6,12,#5,6.0,nan,50000,42,1224590.0236415113,96277.52908050877,1065289.0029613741,1224358.4616047023,1383424.9182348535,961385.0557769422,1545750.019166981,1291499.443958816,103135.30768077253,1135495.5027841087,1284114.384500514,1473466.9604490104,1068553.9836432238,1619244.0728687318,0.15455240031651038,0.0033631359223267932,0.14974456689244453,0.1542493898614549,0.16027599284758923,0.1493151378265856,0.1611134716285431
148,SRC,6,12,#5,8.0,nan,50000,42,1105221.750352073,88944.28208636152,960288.459359243,1105356.6552440494,1250361.7522899378,864727.4273285418,1409590.476680551,1261719.1371018414,102700.98587025615,1106243.077198172,1254124.756445086,1443149.5268318662,1044471.3075215507,1581309.8304066076,0.20357971813199816,0.004429994368930842,0.19724673739994567,0.20318058629771468,0.2111189562919568,0.19668108427514,0.2122221012047434
149,SRC,6,12,#5,10.0,nan,50000,42,1033600.7863784097,85313.74209154895,896132.4394522577,1033948.294765709,1171453.1473818014,806732.8502595015,1329385.1376465922,1243850.952987657,102494.63542439444,1088908.6956008312,1236259.3087988729,1425182.3827059404,1029716.6575686547,1558549.284929333,0.2526428851879733,0.005497632912564922,0.24478364194573546,0.2521475616895963,0.26199909659414206,0.24408166515365723,0.2633681018963605
150,SRC,6,12,#5,12.0,nan,50000,42,985853.4770626343,83262.43025588624,852653.9964714821,986259.4878935018,1119242.3470537802,768069.7988801413,1275914.9116239531,1231938.8302448671,102379.82888943113,1077278.9409802184,1224461.9952830616,1413171.0937374546,1019194.7871957062,1543375.5879444834,0.3017235488341677,0.006565652190571061,0.29233749879585125,0.30113199936844626,0.31289738144382756,0.2914991497216334,0.31453234194489543
151,SRC,6,12,#5,15.0,nan,50000,42,938106.1677468588,81532.82699115123,808788.3465192,938738.7870185105,1067553.1638552072,729406.7475007812,1222444.685601314,1220026.707502077,102283.3036477681,1065549.1090152415,1212650.5295754909,1401021.0460926318,1008441.6418944827,1528201.890959634,0.37536174981759257,0.008168055507994144,0.3636849543540926,0.374625827668278,0.38926265141024896,0.36264199905056294,0.3912966379417437
152,SRC,6,12,#5,18.0,nan,50000,42,908779.7078227252,80639.0835707263,781522.9550392363,909543.6639238741,1036201.9488765418,705659.8507003176,1189603.2027395938,1212710.2661102195,102233.1029392337,1058293.7450925505,1205430.485268829,1393807.7518442685,1001837.0459653351,1518882.1863960905,0.4490112762144794,0.009770705271960735,0.43504338301356205,0.44813095917733103,0.4656396662080887,0.4337957900126767,0.46807274013944505
153,SRC,6,12,#5,24.0,nan,50000,42,866485.2037731959,79586.4532104706,741231.6868603504,866940.1833119235,991416.5130148367,671412.1704317409,1142239.3465673553,1202158.5233878929,102172.90386657097,1047875.5332220235,1195004.9576399364,1383037.673850762,992311.9239426473,1505441.3454823594,0.5963271166881864,0.012976370108030967,0.5777765057794019,0.5951579769619864,0.6184111051876626,0.5761195907386693,0.6216424448867616
154,SRC,6,12,#6,6.0,nan,50000,42,1434900.194758058,112189.88911705559,1248467.8114469892,1434691.2941867346,1621099.0117056635,1131682.2530013006,1789780.4283133154,1343968.171690238,104171.31986854918,1186163.982212465,1336659.969031601,1527104.1129816766,1109768.3619744834,1686078.8925702893,0.11203330712488889,0.002437899630915881,0.108548162426388,0.11181365823361473,0.11618227536206208,0.10823687409747688,0.11678935436753231
155,SRC,6,12,#6,8.0,nan,50000,42,1263454.9351320765,98962.45298524016,1099217.06006827,1263263.2056510188,1427223.273668736,992855.6473421414,1590846.365207339,1301195.563021808,103300.9102287852,1144929.8809041714,1293885.5368809076,1483446.255645641,1076170.3207774626,1631595.0178487033,0.14675629675295385,0.003193488890672275,0.14219098539398428,0.1464685710872877,0.15219117348255365,0.1417832180652694,0.15298640723013876
156,SRC,6,12,#6,10.0,nan,50000,42,1160587.7793564873,92162.13548959901,1009038.6199616018,1160607.8607946523,1311837.7919569276,909559.6839466455,1471592.5900407676,1275531.9978207499,102888.44201934684,1119672.108323282,1268121.7393571036,1457269.2442945442,1055877.274879689,1598904.6930157517,0.18153391600746133,0.003950266917854707,0.17588673856346923,0.18117800646231824,0.18825672434735097,0.17538234044468787,0.18924040886061877
157,SRC,6,12,#6,12.0,nan,50000,42,1092009.6755060945,88227.50917215768,948593.1352484941,1092182.165940141,1235737.4298931372,854029.0416829817,1394794.823514623,1258422.9543533777,102659.8470326278,1103059.894464222,1250807.1518901058,1439813.6428149247,1041749.4851850689,1577111.1431271173,0.21633790790818824,0.004707618826734774,0.2096080439759336,0.21591376277820798,0.22434962452570267,0.20900694178979717,0.22552190271108202
158,SRC,6,12,#6,15.0,nan,50000,42,1023431.571655702,84851.00113929421,886946.3328165679,1023745.0104534603,1160398.9823313549,798498.3994193177,1317997.0569884789,1241313.9108860055,102468.65471544418,1086439.650287589,1233748.2607469996,1422560.9139838226,1027621.6954904487,1555317.5932384832,0.2685696359999441,0.005844206810297939,0.26021494160499853,0.2680430870272218,0.27851566828113683,0.2594687117977012,0.2799709764542732
159,SRC,6,12,#6,18.0,nan,50000,42,981314.6663008309,83083.8354145581,848609.1064056962,981815.4795504934,1114251.1760407418,764394.5284575875,1270832.0862085442,1230806.4759473018,102369.86610902537,1076187.0111279706,1223307.131640173,1412029.6991144305,1018172.6041174169,1541933.1917098453,0.32081821215854855,0.006981161416047006,0.3108381631893567,0.32018922631130736,0.3326991840437104,0.3099467589479756,0.33443761349984386
160,SRC,6,12,#6,24.0,nan,50000,42,920564.4158801128,80982.40575396066,792592.7473216436,921271.1865923301,1048824.3047012845,715202.4360238219,1202800.4071992624,1215650.3456849474,102252.44397644782,1061196.3667532296,1208338.0886785993,1396680.9467330498,1004491.0735930599,1522627.2684055315,0.42534020811156176,0.009255611237227313,0.41210867715526484,0.424506299807651,0.44109197924762467,0.41092685501683457,0.443396785890876
161,SRC,8,6,#4,6.0,nan,50000,42,758204.7002654099,55633.51848481223,666258.588161565,758288.4914565478,850020.5716750477,597287.6341294935,943880.8822165475,677168.0301657245,51927.999440027,598586.0616038243,673409.4351003807,768705.1311909457,561241.9092757906,846138.1195907854,0.6485505812391982,0.017349105429911752,0.6237488453325911,0.6469874685810912,0.6780763609141517,0.6215335884086008,0.6823965870369276
162,SRC,8,6,#4,8.0,nan,50000,42,682110.7852937802,50435.032083257036,599273.7029807337,682037.5602004485,764848.97238186,535671.1161232577,856846.9136357211,658183.9226189149,51580.822643908876,580101.3229176771,654549.9740689202,749298.7576257187,545923.5527252245,821956.1075629592,0.8426039967816581,0.0225401472124168,0.8103813106773609,0.8405731837483488,0.88096421213244,0.80750322469294,0.8865770970844451
163,SRC,8,6,#5,6.0,nan,50000,42,932963.8411913072,70325.92269791654,817088.7984841354,933045.8021227117,1048525.7218571524,738797.6321054092,1146660.1602504917,720767.394548043,53058.97366970085,640128.6979668716,717177.1347481195,813643.2821808826,595769.03961866,901675.1181723175,0.4562400204286674,0.012204686025626589,0.4387925848330105,0.4551404075816566,0.4770107092719866,0.4372342038932772,0.4800498863408678
164,SRC,8,6,#5,8.0,nan,50000,42,813595.5679018685,59946.1051406775,714388.5621661001,813586.7444310896,912689.4253722907,642140.0036570088,1008152.885898218,690987.0876910689,52236.87288050633,611868.5945133328,687254.1868127212,782867.4804894055,572185.4724940349,863740.8757101935,0.5824651229100177,0.015581280965478608,0.5601906133018063,0.5810612869828542,0.608982309672114,0.5582010847533253,0.6128623170491696
165,SRC,8,6,#5,10.0,nan,50000,42,741974.6039282054,54447.50903641521,652027.358408119,742018.2515346846,831761.816993372,584145.4265879686,925048.5212868538,673118.9035768842,51846.406975541715,594679.6223572316,669354.542815775,764545.7068596365,558035.3322192599,840980.3302329191,0.7099761005088641,0.01899227381295491,0.6828253427203531,0.7082649423328307,0.7422983256744846,0.6804002743941251,0.7470277290312811
166,SRC,8,6,#5,12.0,nan,50000,42,694227.2946124299,51197.264634050756,610204.5769743916,694063.470659584,778347.4140678706,545482.3752086085,870415.6885291697,661206.7808340945,51630.06048977726,583026.5282240318,657543.0616652578,752389.9215992612,548419.6773754515,825806.6332480694,0.8380775913644468,0.022419063233659626,0.8060280031109747,0.8360576877063013,0.8762317385180303,0.8031653779884069,0.8818144714734271
167,SRC,8,6,#6,6.0,nan,50000,42,1143274.0123078537,90841.8211832162,996099.170048347,1142954.3653560402,1290375.2412799029,909094.829329768,1392367.2462306076,773236.1222794654,55000.284674083356,688782.5487066265,769790.593390203,869217.9258605537,637207.0265236343,968509.937873875,0.3578906972090652,0.009573784401520197,0.3442043158960601,0.3570281222685612,0.37418395509701546,0.34298186714964274,0.37656799233930244
168,SRC,8,6,#6,8.0,nan,50000,42,971828.752681872,73945.66360103869,850398.6797845092,971914.847292122,1093238.5964470035,770268.2236706084,1191756.5062908495,730463.5136110354,53371.508127263354,649197.7953490902,726839.074474144,824015.4228605144,603447.5728140584,914026.0631522893,0.4459082603588055,0.011928305431863035,0.42885592977440845,0.44483354873833403,0.4662085876292549,0.4273328390706164,0.46917894116911735
169,SRC,8,6,#6,10.0,nan,50000,42,868961.596906283,64602.558523628606,762160.6606583883,868919.9295816717,975557.8712031263,686972.2602751126,1072396.0684272633,704799.9484099773,52591.96481988974,625040.2485750774,701109.4008082252,797094.8218780129,583124.1283484551,881335.7383193377,0.5362931265065725,0.01434615319490085,0.5157843167438394,0.5350005726198788,0.5607082965063738,0.5139524980759537,0.564280735791174
170,SRC,8,6,#6,12.0,nan,50000,42,800383.4930558903,58883.07267815752,702945.3206206411,800367.6831604966,897692.1699012032,631441.6180114488,992822.4431848727,687690.9049426052,52158.95333549092,608731.2827591853,683961.1505175447,779536.4748563077,569575.1653713862,859542.1884307032,0.6277160148881821,0.016791768656703378,0.6037110301175916,0.6262031169324153,0.6562932844029443,0.6015669379087408,0.6604747240680251
171,SRC,8,6,#6,15.0,nan,50000,42,731805.3892054976,53724.35938325265,643099.7636913982,731834.9579490495,820304.5451421345,575910.9757477848,913248.817942482,670581.861475233,51797.358787178,592182.1170013163,666878.6226066505,762043.7525630366,556026.2023943174,837748.6385420689,0.7658011183202089,0.020485625523140972,0.7365155118571456,0.7639554127480213,0.8006648217049973,0.7338997617848584,0.8057660953634013
172,SRC,8,6,#6,18.0,nan,50000,42,689688.4838506265,50908.56908211684,606128.2687016781,689565.2992555342,773320.8950889489,541807.1047860547,865332.8631137608,660074.4265365292,51611.34644403464,581907.6531627123,656438.4996681176,751225.9764214194,547484.6360093863,824364.2370134311,0.9044801156886287,0.02419536939795497,0.8698911759651856,0.902300171118789,0.9456572904360052,0.8668017394634676,0.9516823542265013
173,SRC,8,8,#3,6.0,nan,50000,42,725711.7452591773,57906.79188643045,632505.2242892592,725774.2530499772,819213.3860876333,566251.1742773078,932917.5600913618,834389.2513646572,68300.09381561386,731137.2860038319,829375.8954593793,955337.3116910647,690048.2073470704,1042795.9507198122,0.6976986490269752,0.01681380702662643,0.6736621588953243,0.6961837654671017,0.726313424801491,0.6715152526709751,0.7305003524003344
174,SRC,8,8,#3,8.0,nan,50000,42,684364.9228608302,56465.41752653473,593861.5771699921,684674.682565009,775059.2454374224,532416.4795853706,886614.9731887929,824073.938722093,68216.09489785433,721077.6525760001,819152.6766744917,944844.1553553456,680736.5121884405,1029656.2751370538,0.9231568243731638,0.022247113022177464,0.8913530507382894,0.9211524130153688,0.9610183360315173,0.8885123814392142,0.9665582504220913
175,SRC,8,8,#4,6.0,nan,50000,42,866032.6162688537,65210.65409017817,758497.1617527823,865926.0803177161,972946.0168804802,679875.0228917727,1090057.0679735797,869396.8667213236,68737.71357067316,765351.4045236406,864582.3058228721,990845.7232563957,720542.1325077072,1087388.75412303,0.39913531332827756,0.009618743199765415,0.3853846603301841,0.39826868770822044,0.4155050848772235,0.38415647092529265,0.4179003176347726
176,SRC,8,8,#4,8.0,nan,50000,42,789938.7012972238,60824.74563426326,691004.2435443983,789938.0738578775,888977.4301810892,618258.5048855369,1004842.6571348052,850412.7591745139,68471.27715629248,746733.2364009103,845393.9247363275,971359.0124104795,704512.7248335925,1063206.7420952038,0.5245423780470175,0.012640922171872071,0.5064713129659206,0.5234034613727936,0.5460554805203841,0.5048572302986623,0.5492032879046622
