alternative_id,output,parameter,spearman_rho,abs_spearman_rho
164,total_present_worth,recycled_aggregate_credit,-0.019594117690045647,0.019594117690045647
164,total_present_worth,discount_rate,-0.15376942736208252,0.15376942736208252
164,gwp_total_project_kgco2e,concrete_gwp_factor,0.9779060933747146,0.9779060933747146
164,gwp_total_project_kgco2e,stone_57_gwp_factor,0.03054742824693897,0.03054742824693897
164,gwp_total_project_kgco2e,rebar_gwp_factor,0.19518173750104872,0.19518173750104872
164,gwp_total_project_kgco2e,trucking_gwp_factor,0.05030562511397826,0.05030562511397826
164,gwp_total_project_kgco2e,demolition_gwp_factor,0.02203189571364476,0.02203189571364476
164,gwp_total_project_kgco2e,crushing_gwp_factor,0.0245937410291975,0.0245937410291975
164,demand_capacity_ratio_k,subgrade_k_pci,-1.0,1.0
165,total_present_worth,concrete_unit_cost,0.6757717139762607,0.6757717139762607
165,total_present_worth,stone_57_unit_cost,0.32311904995731167,0.32311904995731167
165,total_present_worth,rebar_unit_cost,0.6158153799020062,0.6158153799020062
165,total_present_worth,fiber_unit_cost,0.003570498239892199,0.003570498239892199
165,total_present_worth,demolition_cost,0.039665861253626346,0.039665861253626346
165,total_present_worth,crushing_cost,0.036106705109706684,0.036106705109706684
165,total_present_worth,recycled_aggregate_credit,-0.02360461521209785,0.02360461521209785
165,total_present_worth,discount_rate,-0.1694782686649118,0.1694782686649118
165,gwp_total_project_kgco2e,concrete_gwp_factor,0.9849680284914273,0.9849680284914273
165,gwp_total_project_kgco2e,stone_57_gwp_factor,0.03069886054616755,0.03069886054616755
165,gwp_total_project_kgco2e,rebar_gwp_factor,0.15912183459446474,0.15912183459446474
165,gwp_total_project_kgco2e,trucking_gwp_factor,0.04868563555621026,0.04868563555621026
165,gwp_total_project_kgco2e,demolition_gwp_factor,0.022153736235197497,0.022153736235197497
165,gwp_total_project_kgco2e,crushing_gwp_factor,0.02494259560751304,0.02494259560751304
165,demand_capacity_ratio_k,subgrade_k_pci,-1.0,1.0
166,total_present_worth,concrete_unit_cost,0.7228217665460888,0.7228217665460888
166,total_present_worth,stone_57_unit_cost,0.3432360810440785,0.3432360810440785
166,total_present_worth,rebar_unit_cost,0.5431331175093173,0.5431331175093173
166,total_present_worth,fiber_unit_cost,0.0032137426978934972,0.0032137426978934972
166,total_present_worth,demolition_cost,0.042146916597178764,0.042146916597178764
166,total_present_worth,crushing_cost,0.037790143897964056,0.037790143897964056
166,total_present_worth,recycled_aggregate_credit,-0.026388581852635432,0.026388581852635432
166,total_present_worth,discount_rate,-0.17995015247919127,0.17995015247919127
166,gwp_total_project_kgco2e,concrete_gwp_factor,0.9888837618014734,0.9888837618014734
166,gwp_total_project_kgco2e,stone_57_gwp_factor,0.03078794011625118,0.03078794011625118
166,gwp_total_project_kgco2e,rebar_gwp_factor,0.13471482172630195,0.13471482172630195
166,gwp_total_project_kgco2e,trucking_gwp_factor,0.04757077322738031,0.04757077322738031
166,gwp_total_project_kgco2e,demolition_gwp_factor,0.02222027683253611,0.02222027683253611
166,gwp_total_project_kgco2e,crushing_gwp_factor,0.02516105148977642,0.02516105148977642
166,demand_capacity_ratio_k,subgrade_k_pci,-1.0,1.0
167,total_present_worth,concrete_unit_cost,0.3896267143917547,0.3896267143917547
167,total_present_worth,stone_57_unit_cost,0.191634997782862,0.191634997782862
167,total_present_worth,rebar_unit_cost,0.889790044348652,0.889790044348652
167,total_present_worth,fiber_unit_cost,0.00517454882702982,0.00517454882702982
167,total_present_worth,demolition_cost,0.023613613425445445,0.023613613425445445
167,total_present_worth,crushing_cost,0.02409087264512435,0.02409087264512435
167,total_present_worth,recycled_aggregate_credit,-0.0074401894790400765,0.0074401894790400765
167,total_present_worth,discount_rate,-0.0999661433998636,0.0999661433998636
167,gwp_total_project_kgco2e,concrete_gwp_factor,0.9294254606419783,0.9294254606419783
167,gwp_total_project_kgco2e,stone_57_gwp_factor,0.029550359579148148,0.029550359579148148
167,gwp_total_project_kgco2e,rebar_gwp_factor,0.35036799530110724,0.35036799530110724
167,gwp_total_project_kgco2e,trucking_gwp_factor,0.05643927068430372,0.05643927068430372
167,gwp_total_project_kgco2e,demolition_gwp_factor,0.02114864466529146,0.02114864466529146
167,gwp_total_project_kgco2e,crushing_gwp_factor,0.022712132629884856,0.022712132629884856
167,demand_capacity_ratio_k,subgrade_k_pci,-1.0,1.0
168,total_present_worth,concrete_unit_cost,0.4824764457102066,0.4824764457102066
168,total_present_worth,stone_57_unit_cost,0.23580939400373177,0.23580939400373177
168,total_present_worth,rebar_unit_cost,0.8239697106607878,0.8239697106607878
168,total_present_worth,fiber_unit_cost,0.004754289529421717,0.004754289529421717
168,total_present_worth,demolition_cost,0.02902420684165769,0.02902420684165769
168,total_present_worth,crushing_cost,0.02822864303266746,0.02822864303266746
168,total_present_worth,recycled_aggregate_credit,-0.012526727870418692,0.012526727870418692
168,total_present_worth,discount_rate,-0.12354722432490355,0.12354722432490355
168,gwp_total_project_kgco2e,concrete_gwp_factor,0.9576281358710512,0.9576281358710512
168,gwp_total_project_kgco2e,stone_57_gwp_factor,0.030122996593201203,0.030122996593201203
168,gwp_total_project_kgco2e,rebar_gwp_factor,0.2721169349485268,0.2721169349485268
168,gwp_total_project_kgco2e,trucking_gwp_factor,0.05351851771391941,0.05351851771391941
168,gwp_total_project_kgco2e,demolition_gwp_factor,0.02167697599740679,0.02167697599740679
168,gwp_total_project_kgco2e,crushing_gwp_factor,0.02373794806607118,0.02373794806607118
168,demand_capacity_ratio_k,subgrade_k_pci,-1.0,1.0
169,total_present_worth,concrete_unit_cost,0.5586972519132389,0.5586972519132389
169,total_present_worth,stone_57_unit_cost,0.2711831818778813,0.2711831818778813
169,total_present_worth,rebar_unit_cost,0.7551662669531066,0.7551662669531066
169,total_present_worth,fiber_unit_cost,0.004290490492692196,0.004290490492692196
169,total_present_worth,demolition_cost,0.03333109767291644,0.03333109767291644
169,total_present_worth,crushing_cost,0.031464186291465676,0.031464186291465676
169,total_present_worth,recycled_aggregate_credit,-0.016826859543082745,0.016826859543082745
169,total_present_worth,discount_rate,-0.1422702763872953,0.1422702763872953
169,gwp_total_project_kgco2e,concrete_gwp_factor,0.9715111677405086,0.9715111677405086
169,gwp_total_project_kgco2e,stone_57_gwp_factor,0.03040615317741046,0.03040615317741046
169,gwp_total_project_kgco2e,rebar_gwp_factor,0.22257116522739648,0.22257116522739648
169,gwp_total_project_kgco2e,trucking_gwp_factor,0.05148131295883253,0.05148131295883253
169,gwp_total_project_kgco2e,demolition_gwp_factor,0.02190989440898796,0.02190989440898796
169,gwp_total_project_kgco2e,crushing_gwp_factor,0.02429569488453428,0.02429569488453428
169,demand_capacity_ratio_k,subgrade_k_pci,-1.0,1.0
170,total_present_worth,concrete_unit_cost,0.6193669692102429,0.6193669692102429
170,total_present_worth,stone_57_unit_cost,0.29849621336819854,0.29849621336819854
170,total_present_worth,rebar_unit_cost,0.6889513598667487,0.6889513598667487
170,total_present_worth,fiber_unit_cost,0.0039328044902771225,0.0039328044902771225
170,total_present_worth,demolition_cost,0.036658607046311444,0.036658607046311444
170,total_present_worth,crushing_cost,0.033920907955328365,0.033920907955328365
170,total_present_worth,recycled_aggregate_credit,-0.020299799311639923,0.020299799311639923
170,total_present_worth,discount_rate,-0.15662384847476216,0.15662384847476216
170,gwp_total_project_kgco2e,concrete_gwp_factor,0.9793136953746696,0.9793136953746696
170,gwp_total_project_kgco2e,stone_57_gwp_factor,0.030575270130470112,0.030575270130470112
170,gwp_total_project_kgco2e,rebar_gwp_factor,0.18858033597722415,0.18858033597722415
170,gwp_total_project_kgco2e,trucking_gwp_factor,0.05001332386256533,0.05001332386256533
170,gwp_total_project_kgco2e,demolition_gwp_factor,0.022057049248886823,0.022057049248886823
170,gwp_total_project_kgco2e,crushing_gwp_factor,0.024658332767111338,0.024658332767111338
170,demand_capacity_ratio_k,subgrade_k_pci,-1.0,1.0
171,total_present_worth,concrete_unit_cost,0.6858080734102594,0.6858080734102594
171,total_present_worth,stone_57_unit_cost,0.3274384104021434,0.3274384104021434
171,total_present_worth,rebar_unit_cost,0.6013401056031921,0.6013401056031921
171,total_present_worth,fiber_unit_cost,0.003497632480375053,0.003497632480375053
171,total_present_worth,demolition_cost,0.04019126245588451,0.04019126245588451
171,total_present_worth,crushing_cost,0.03648379529654552,0.03648379529654552
171,total_present_worth,recycled_aggregate_credit,-0.02418679093293872,0.02418679093293872
171,total_present_worth,discount_rate,-0.17172955538357276,0.17172955538357276
171,gwp_total_project_kgco2e,concrete_gwp_factor,0.9858568391708868,0.9858568391708868
171,gwp_total_project_kgco2e,stone_57_gwp_factor,0.030718233455135295,0.030718233455135295
171,gwp_total_project_kgco2e,rebar_gwp_factor,0.15394265412724106,0.15394265412724106
171,gwp_total_project_kgco2e,trucking_gwp_factor,0.048450075953460035,0.048450075953460035
171,gwp_total_project_kgco2e,demolition_gwp_factor,0.022169462550275788,0.022169462550275788
171,gwp_total_project_kgco2e,crushing_gwp_factor,0.024992090832108838,0.024992090832108838
171,demand_capacity_ratio_k,subgrade_k_pci,-1.0,1.0
172,total_present_worth,concrete_unit_cost,0.7272387850282716,0.7272387850282716
172,total_present_worth,stone_57_unit_cost,0.34511271587327713,0.34511271587327713
172,total_present_worth,rebar_unit_cost,0.5356028877006412,0.5356028877006412
172,total_present_worth,fiber_unit_cost,0.00317962454095185,0.00317962454095185
172,total_present_worth,demolition_cost,0.042373392224981356,0.042373392224981356
172,total_present_worth,crushing_cost,0.037939671946087876,0.037939671946087876
172,total_present_worth,recycled_aggregate_credit,-0.02665860307488744,0.02665860307488744
172,total_present_worth,discount_rate,-0.1809242149187115,0.1809242149187115
172,gwp_total_project_kgco2e,concrete_gwp_factor,0.989222161027753,0.989222161027753
172,gwp_total_project_kgco2e,stone_57_gwp_factor,0.030793716609245493,0.030793716609245493
172,gwp_total_project_kgco2e,rebar_gwp_factor,0.1323819532345528,0.1323819532345528
172,gwp_total_project_kgco2e,trucking_gwp_factor,0.04746113875188046,0.04746113875188046
172,gwp_total_project_kgco2e,demolition_gwp_factor,0.022228757151131505,0.022228757151131505
172,gwp_total_project_kgco2e,crushing_gwp_factor,0.025180282580536114,0.025180282580536114
172,demand_capacity_ratio_k,subgrade_k_pci,-1.0,1.0
173,total_present_worth,concrete_unit_cost,0.8565719994289009,0.8565719994289009
173,total_present_worth,stone_57_unit_cost,0.297877370897775,0.297877370897775
173,total_present_worth,rebar_unit_cost,0.3232941052324857,0.3232941052324857
173,total_present_worth,fiber_unit_cost,0.0017692501151397005,0.0017692501151397005
173,total_present_worth,demolition_cost,0.04950902540498762,0.04950902540498762
173,total_present_worth,crushing_cost,0.04183522152444609,0.04183522152444609
173,total_present_worth,recycled_aggregate_credit,-0.03370339507962536,0.03370339507962536
173,total_present_worth,discount_rate,-0.20985315277631728,0.20985315277631728
173,gwp_total_project_kgco2e,concrete_gwp_factor,0.9961479953198994,0.9961479953198994
173,gwp_total_project_kgco2e,stone_57_gwp_factor,0.023006736963826695,0.023006736963826695
173,gwp_total_project_kgco2e,rebar_gwp_factor,0.07338227471239292,0.07338227471239292
173,gwp_total_project_kgco2e,trucking_gwp_factor,0.040177204556678885,0.040177204556678885
173,gwp_total_project_kgco2e,demolition_gwp_factor,0.02227479868855792,0.02227479868855792
173,gwp_total_project_kgco2e,crushing_gwp_factor,0.025661712507448687,0.025661712507448687
173,demand_capacity_ratio_k,subgrade_k_pci,-1.0,1.0
174,total_present_worth,concrete_unit_cost,0.8774837367805616,0.8774837367805616
174,total_present_worth,stone_57_unit_cost,0.30503511387369403,0.30503511387369403
174,total_present_worth,rebar_unit_cost,0.24980073098484834,0.24980073098484834
174,total_present_worth,fiber_unit_cost,0.0013371461203748585,0.0013371461203748585
174,total_present_worth,demolition_cost,0.05069743526517498,0.05069743526517498
174,total_present_worth,crushing_cost,0.04227406362538963,0.04227406362538963
174,total_present_worth,recycled_aggregate_credit,-0.0354064851882746,0.0354064851882746
174,total_present_worth,discount_rate,-0.21483116499122384,0.21483116499122384
174,gwp_total_project_kgco2e,concrete_gwp_factor,0.9972383013534873,0.9972383013534873
174,gwp_total_project_kgco2e,stone_57_gwp_factor,0.023014783222741916,0.023014783222741916
174,gwp_total_project_kgco2e,rebar_gwp_factor,0.0571084990588754,0.0571084990588754
174,gwp_total_project_kgco2e,trucking_gwp_factor,0.039349143850555664,0.039349143850555664
174,gwp_total_project_kgco2e,demolition_gwp_factor,0.022274134471181657,0.022274134471181657
174,gwp_total_project_kgco2e,crushing_gwp_factor,0.02576499909757,0.02576499909757
174,demand_capacity_ratio_k,subgrade_k_pci,-1.0,1.0
175,total_present_worth,concrete_unit_cost,0.7586696499264121,0.7586696499264121
175,total_present_worth,stone_57_unit_cost,0.26676485112081794,0.26676485112081794
175,total_present_worth,rebar_unit_cost,0.5361611816345285,0.5361611816345285
175,total_present_worth,fiber_unit_cost,0.0028752146817580863,0.0028752146817580863
175,total_present_worth,demolition_cost,0.044263597604489446,0.044263597604489446
175,total_present_worth,crushing_cost,0.03895259883804504,0.03895259883804504
175,total_present_worth,recycled_aggregate_credit,-0.027351822069020728,0.027351822069020728
175,total_present_worth,discount_rate,-0.18786440174022284,0.18786440174022284
175,gwp_total_project_kgco2e,concrete_gwp_factor,0.9902762732839827,0.9902762732839827
175,gwp_total_project_kgco2e,stone_57_gwp_factor,0.022949611959707843,0.022949611959707843
175,gwp_total_project_kgco2e,rebar_gwp_factor,0.12811755861780705,0.12811755861780705
175,gwp_total_project_kgco2e,trucking_gwp_factor,0.04286836536831535,0.04286836536831535
175,gwp_total_project_kgco2e,demolition_gwp_factor,0.02220867176414747,0.02220867176414747
175,gwp_total_project_kgco2e,crushing_gwp_factor,0.025273057742621223,0.025273057742621223
175,demand_capacity_ratio_k,subgrade_k_pci,-1.0,1.0
176,total_present_worth,concrete_unit_cost,0.815782581770601,0.815782581770601
176,total_present_worth,stone_57_unit_cost,0.2845692048535397,0.2845692048535397
176,total_present_worth,rebar_unit_cost,0.4281453008134022,0.4281453008134022
176,total_present_worth,fiber_unit_cost,0.0023033896247613562,0.0023033896247613562
176,total_present_worth,demolition_cost,0.04728031317801613,0.04728031317801613
176,total_present_worth,crushing_cost,0.040762708578801085,0.040762708578801085
176,total_present_worth,recycled_aggregate_credit,-0.03086582393852233,0.03086582393852233
176,total_present_worth,discount_rate,-0.20049265863897145,0.20049265863897145
176,gwp_total_project_kgco2e,concrete_gwp_factor,0.9938730831880453,0.9938730831880453
176,gwp_total_project_kgco2e,stone_57_gwp_factor,0.022991265426028508,0.022991265426028508
176,gwp_total_project_kgco2e,rebar_gwp_factor,0.09853903300738362,0.09853903300738362
176,gwp_total_project_kgco2e,trucking_gwp_factor,0.04142397184412159,0.04142397184412159
176,gwp_total_project_kgco2e,demolition_gwp_factor,0.022261523481864613,0.022261523481864613
176,gwp_total_project_kgco2e,crushing_gwp_factor,0.025484803801649924,0.025484803801649924
176,demand_capacity_ratio_k,subgrade_k_pci,-1.0,1.0
177,total_present_worth,concrete_unit_cost,0.8457111120315645,0.8457111120315645
177,total_present_worth,stone_57_unit_cost,0.2942555840666942,0.2942555840666942
177,total_present_worth,rebar_unit_cost,0.35484101862763245,0.35484101862763245
177,total_present_worth,fiber_unit_cost,0.0019368374468227351,0.0019368374468227351
177,total_present_worth,demolition_cost,0.048896229303526495,0.048896229303526495
177,total_present_worth,crushing_cost,0.04157784815954314,0.04157784815954314
177,total_present_worth,recycled_aggregate_credit,-0.032901346006472536,0.032901346006472536
177,total_present_worth,discount_rate,-0.2073049174919843,0.2073049174919843
177,gwp_total_project_kgco2e,concrete_gwp_factor,0.995562178875569,0.995562178875569
177,gwp_total_project_kgco2e,stone_57_gwp_factor,0.0230057397223543,0.0230057397223543
177,gwp_total_project_kgco2e,rebar_gwp_factor,0.08067701100990281,0.08067701100990281
177,gwp_total_project_kgco2e,trucking_gwp_factor,0.0405422245893049,0.0405422245893049
177,gwp_total_project_kgco2e,demolition_gwp_factor,0.022270639042252256,0.022270639042252256
177,gwp_total_project_kgco2e,crushing_gwp_factor,0.02560764145379506,0.02560764145379506
177,demand_capacity_ratio_k,subgrade_k_pci,-1.0,1.0
178,total_present_worth,concrete_unit_cost,0.8630587413163275,0.8630587413163275
178,total_present_worth,stone_57_unit_cost,0.3000683032779154,0.3000683032779154
178,total_present_worth,rebar_unit_cost,0.3026510326127084,0.3026510326127084
178,total_present_worth,fiber_unit_cost,0.0016529559929171825,0.0016529559929171825
178,total_present_worth,demolition_cost,0.04986932630973974,0.04986932630973974
178,total_present_worth,crushing_cost,0.041987282463738916,0.041987282463738916
178,total_present_worth,recycled_aggregate_credit,-0.03420915969288367,0.03420915969288367
178,total_present_worth,discount_rate,-0.21137531893531297,0.21137531893531297
178,gwp_total_project_kgco2e,concrete_gwp_factor,0.9964911537226605,0.9964911537226605
178,gwp_total_project_kgco2e,stone_57_gwp_factor,0.023006686556530674,0.023006686556530674
178,gwp_total_project_kgco2e,rebar_gwp_factor,0.06872007632585604,0.06872007632585604
178,gwp_total_project_kgco2e,trucking_gwp_factor,0.03993775759664711,0.03993775759664711
178,gwp_total_project_kgco2e,demolition_gwp_factor,0.022278392457679357,0.022278392457679357
178,gwp_total_project_kgco2e,crushing_gwp_factor,0.025691568888100633,0.025691568888100633
178,demand_capacity_ratio_k,subgrade_k_pci,-1.0,1.0
179,total_present_worth,concrete_unit_cost,0.8779097159264599,0.8779097159264599
179,total_present_worth,stone_57_unit_cost,0.3051838534351296,0.3051838534351296
179,total_present_worth,rebar_unit_cost,0.24804937783733177,0.24804937783733177
179,total_present_worth,fiber_unit_cost,0.0013267200952826882,0.0013267200952826882
179,total_present_worth,demolition_cost,0.05072170352201668,0.05072170352201668
179,total_present_worth,crushing_cost,0.042279895270191964,0.042279895270191964
179,total_present_worth,recycled_aggregate_credit,-0.03544609103574644,0.03544609103574644
179,total_present_worth,discount_rate,-0.21493203363550767,0.21493203363550767
179,gwp_total_project_kgco2e,concrete_gwp_factor,0.9972601798220401,0.9972601798220401
179,gwp_total_project_kgco2e,stone_57_gwp_factor,0.02301494680328598,0.02301494680328598
179,gwp_total_project_kgco2e,rebar_gwp_factor,0.0567302509577641,0.0567302509577641
179,gwp_total_project_kgco2e,trucking_gwp_factor,0.03932807043445123,0.03932807043445123
179,gwp_total_project_kgco2e,demolition_gwp_factor,0.022273536867149415,0.022273536867149415
179,gwp_total_project_kgco2e,crushing_gwp_factor,0.0257669946261468,0.0257669946261468
179,demand_capacity_ratio_k,subgrade_k_pci,-1.0,1.0
180,total_present_worth,concrete_unit_cost,0.6211746027248858,0.6211746027248858
180,total_present_worth,stone_57_unit_cost,0.22358683015983474,0.22358683015983474
180,total_present_worth,rebar_unit_cost,0.7166134346133974,0.7166134346133974
180,total_present_worth,fiber_unit_cost,0.0037882166774192874,0.0037882166774192874
180,total_present_worth,demolition_cost,0.036977820004807135,0.036977820004807135
180,total_present_worth,crushing_cost,0.03388637582699455,0.03388637582699455
180,total_present_worth,recycled_aggregate_credit,-0.019548586304107437,0.019548586304107437
180,total_present_worth,discount_rate,-0.15711786201475236,0.15711786201475236
180,gwp_total_project_kgco2e,concrete_gwp_factor,0.9784830836358732,0.9784830836358732
180,gwp_total_project_kgco2e,stone_57_gwp_factor,0.022796883002014753,0.022796883002014753
180,gwp_total_project_kgco2e,rebar_gwp_factor,0.19465827993264734,0.19465827993264734
180,gwp_total_project_kgco2e,trucking_gwp_factor,0.0459337566454455,0.0459337566454455
180,gwp_total_project_kgco2e,demolition_gwp_factor,0.022002101633440845,0.022002101633440845
180,gwp_total_project_kgco2e,crushing_gwp_factor,0.0246584966418954,0.0246584966418954
180,demand_capacity_ratio_k,subgrade_k_pci,-1.0,1.0
181,total_present_worth,concrete_unit_cost,0.7143407960752723,0.7143407960752723
181,total_present_worth,stone_57_unit_cost,0.25311702102707084,0.25311702102707084
181,total_present_worth,rebar_unit_cost,0.6033308826590283,0.6033308826590283
181,total_present_worth,fiber_unit_cost,0.003217938347271176,0.003217938347271176
181,total_present_worth,demolition_cost,0.04194050529232821,0.04194050529232821
181,total_present_worth,crushing_cost,0.03741312499765326,0.03741312499765326
181,total_present_worth,recycled_aggregate_credit,-0.024805267808482107,0.024805267808482107
181,total_present_worth,discount_rate,-0.17815354350266505,0.17815354350266505
181,gwp_total_project_kgco2e,concrete_gwp_factor,0.9870591743733838,0.9870591743733838
181,gwp_total_project_kgco2e,stone_57_gwp_factor,0.022907350331370945,0.022907350331370945
181,gwp_total_project_kgco2e,rebar_gwp_factor,0.1494452978434261,0.1494452978434261
181,gwp_total_project_kgco2e,trucking_gwp_factor,0.043864361253673746,0.043864361253673746
181,gwp_total_project_kgco2e,demolition_gwp_factor,0.022150859729020346,0.022150859729020346
181,gwp_total_project_kgco2e,crushing_gwp_factor,0.025087928195283174,0.025087928195283174
181,demand_capacity_ratio_k,subgrade_k_pci,-1.0,1.0
182,total_present_worth,concrete_unit_cost,0.7713817573000407,0.7713817573000407
182,total_present_worth,stone_57_unit_cost,0.27067799583118324,0.27067799583118324
182,total_present_worth,rebar_unit_cost,0.5146368907815667,0.5146368907815667
182,total_present_worth,fiber_unit_cost,0.0027598274539679312,0.0027598274539679312
182,total_present_worth,demolition_cost,0.044923610305649446,0.044923610305649446
182,total_present_worth,crushing_cost,0.03938064391421626,0.03938064391421626
182,total_present_worth,recycled_aggregate_credit,-0.02809979761191192,0.02809979761191192
182,total_present_worth,discount_rate,-0.19065422259805193,0.19065422259805193
182,gwp_total_project_kgco2e,concrete_gwp_factor,0.9911239760071376,0.9911239760071376
182,gwp_total_project_kgco2e,stone_57_gwp_factor,0.022961525173888615,0.022961525173888615
182,gwp_total_project_kgco2e,rebar_gwp_factor,0.1218355200918382,0.1218355200918382
182,gwp_total_project_kgco2e,trucking_gwp_factor,0.04256375675062551,0.04256375675062551
182,gwp_total_project_kgco2e,demolition_gwp_factor,0.022223929678521576,0.022223929678521576
182,gwp_total_project_kgco2e,crushing_gwp_factor,0.02532143789851258,0.02532143789851258
182,demand_capacity_ratio_k,subgrade_k_pci,-1.0,1.0
183,total_present_worth,concrete_unit_cost,0.8071870422547469,0.8071870422547469
183,total_present_worth,stone_57_unit_cost,0.28185431749040574,0.28185431749040574
183,total_present_worth,rebar_unit_cost,0.44655471672803,0.44655471672803
183,total_present_worth,fiber_unit_cost,0.002401919907936768,0.002401919907936768
183,total_present_worth,demolition_cost,0.046815251855334104,0.046815251855334104
183,total_present_worth,crushing_cost,0.04050215727204087,0.04050215727204087
183,total_present_worth,recycled_aggregate_credit,-0.030317027464830813,0.030317027464830813
183,total_present_worth,discount_rate,-0.19856672784877594,0.19856672784877594
183,gwp_total_project_kgco2e,concrete_gwp_factor,0.9933650225979862,0.9933650225979862
183,gwp_total_project_kgco2e,stone_57_gwp_factor,0.022986762569546706,0.022986762569546706
183,gwp_total_project_kgco2e,rebar_gwp_factor,0.10326760649781905,0.10326760649781905
183,gwp_total_project_kgco2e,trucking_gwp_factor,0.04165745770373499,0.04165745770373499
183,gwp_total_project_kgco2e,demolition_gwp_factor,0.0222562478388225,0.0222562478388225
183,gwp_total_project_kgco2e,crushing_gwp_factor,0.02545331372016533,0.02545331372016533
183,demand_capacity_ratio_k,subgrade_k_pci,-1.0,1.0
184,total_present_worth,concrete_unit_cost,0.8395115386238368,0.8395115386238368
184,total_present_worth,stone_57_unit_cost,0.2922097483698759,0.2922097483698759
184,total_present_worth,rebar_unit_cost,0.3714604578454802,0.3714604578454802
184,total_present_worth,fiber_unit_cost,0.0020226438139610576,0.0020226438139610576
184,total_present_worth,demolition_cost,0.048558758289727506,0.048558758289727506
184,total_present_worth,crushing_cost,0.041422073071640836,0.041422073071640836
184,total_present_worth,recycled_aggregate_credit,-0.03246354315055342,0.03246354315055342
184,total_present_worth,discount_rate,-0.2058780865688453,0.2058780865688453
184,gwp_total_project_kgco2e,concrete_gwp_factor,0.9952218882820569,0.9952218882820569
184,gwp_total_project_kgco2e,stone_57_gwp_factor,0.0230007490455203,0.0230007490455203
184,gwp_total_project_kgco2e,rebar_gwp_factor,0.08460392093515358,0.08460392093515358
184,gwp_total_project_kgco2e,trucking_gwp_factor,0.040737651029831075,0.040737651029831075
184,gwp_total_project_kgco2e,demolition_gwp_factor,0.02226782000378713,0.02226782000378713
184,gwp_total_project_kgco2e,crushing_gwp_factor,0.025581682246328674,0.025581682246328674
184,demand_capacity_ratio_k,subgrade_k_pci,-1.0,1.0
185,total_present_worth,concrete_unit_cost,0.856982082646633,0.856982082646633
185,total_present_worth,stone_57_unit_cost,0.29801577980627836,0.29801577980627836
185,total_present_worth,rebar_unit_cost,0.32203606811883045,0.32203606811883045
185,total_present_worth,fiber_unit_cost,0.0017609351594243742,0.0017609351594243742
185,total_present_worth,demolition_cost,0.04952970916256389,0.04952970916256389
185,total_present_worth,crushing_cost,0.04184389930620956,0.04184389930620956
185,total_present_worth,recycled_aggregate_credit,-0.03373395873413359,0.03373395873413359
185,total_present_worth,discount_rate,-0.20994633457271358,0.20994633457271358
185,gwp_total_project_kgco2e,concrete_gwp_factor,0.9961697527746919,0.9961697527746919
185,gwp_total_project_kgco2e,stone_57_gwp_factor,0.023006892043378756,0.023006892043378756
185,gwp_total_project_kgco2e,rebar_gwp_factor,0.07309631043557453,0.07309631043557453
185,gwp_total_project_kgco2e,trucking_gwp_factor,0.04016266306515307,0.04016266306515307
185,gwp_total_project_kgco2e,demolition_gwp_factor,0.02227506673812603,0.02227506673812603
185,gwp_total_project_kgco2e,crushing_gwp_factor,0.025663286197145314,0.025663286197145314
185,demand_capacity_ratio_k,subgrade_k_pci,-1.0,1.0
186,total_present_worth,concrete_unit_cost,0.49018662230836274,0.49018662230836274
186,total_present_worth,stone_57_unit_cost,0.17929191745315676,0.17929191745315676
186,total_present_worth,rebar_unit_cost,0.8340077743621471,0.8340077743621471
186,total_present_worth,fiber_unit_cost,0.004587790629707116,0.004587790629707116
186,total_present_worth,demolition_cost,0.029614383836101755,0.029614383836101755
186,total_present_worth,crushing_cost,0.028430410763564166,0.028430410763564166
186,total_present_worth,recycled_aggregate_credit,-0.012349482406987793,0.012349482406987793
186,total_present_worth,discount_rate,-0.12541961720806288,0.12541961720806288
186,gwp_total_project_kgco2e,concrete_gwp_factor,0.9583198713134401,0.9583198713134401
186,gwp_total_project_kgco2e,stone_57_gwp_factor,0.02253054297560422,0.02253054297560422
186,gwp_total_project_kgco2e,rebar_gwp_factor,0.2714170024479268,0.2714170024479268
186,gwp_total_project_kgco2e,trucking_gwp_factor,0.049230103750764045,0.049230103750764045
186,gwp_total_project_kgco2e,demolition_gwp_factor,0.021648152060755266,0.021648152060755266
186,gwp_total_project_kgco2e,crushing_gwp_factor,0.023803466689841388,0.023803466689841388
186,demand_capacity_ratio_k,subgrade_k_pci,-1.0,1.0
187,total_present_worth,concrete_unit_cost,0.5933388085546796,0.5933388085546796
187,total_present_worth,stone_57_unit_cost,0.21442112456701645,0.21442112456701645
187,total_present_worth,rebar_unit_cost,0.7450839163381937,0.7450839163381937
187,total_present_worth,fiber_unit_cost,0.003966318313490528,0.003966318313490528
187,total_present_worth,demolition_cost,0.0354519764995888,0.0354519764995888
187,total_present_worth,crushing_cost,0.03278591486818637,0.03278591486818637
187,total_present_worth,recycled_aggregate_credit,-0.017993677539069473,0.017993677539069473
187,total_present_worth,discount_rate,-0.1505877921768537,0.1505877921768537
187,gwp_total_project_kgco2e,concrete_gwp_factor,0.9752229850974173,0.9752229850974173
187,gwp_total_project_kgco2e,stone_57_gwp_factor,0.022744086606121636,0.022744086606121636
187,gwp_total_project_kgco2e,rebar_gwp_factor,0.20914811855764326,0.20914811855764326
